statistics_code,statistics_label,time_code,time_label,time,1_variable_code,1_variable_label,1_variable_attribute_code,1_variable_attribute_label,value,value_unit,value_variable_code,value_variable_label
81000,National accounts of the Federation,JAHR,Year,2024,DINSG,Germany,DG,Germany,42283,1000,ERW061,Employees (domestic concept)
81000,National accounts of the Federation,JAHR,Year,2024,DINSG,Germany,DG,Germany,83517,1000,BEV020,Population
81000,National accounts of the Federation,JAHR,Year,2024,DINSG,Germany,DG,Germany,1490,1000,ERW003,Unemployed persons
81000,National accounts of the Federation,JAHR,Year,2024,DINSG,Germany,DG,Germany,47320,1000,ERW001,Economically active population
81000,National accounts of the Federation,JAHR,Year,2024,DINSG,Germany,DG,Germany,45830,1000,ERW060,Persons in employment (national concept)
81000,National accounts of the Federation,JAHR,Year,2024,DINSG,Germany,DG,Germany,3.1,percent,ERW089,Unemployment rate
81000,National accounts of the Federation,JAHR,Year,2024,DINSG,Germany,DG,Germany,157,1000,PEN012,Cross-border commuter balance
81000,National accounts of the Federation,JAHR,Year,2024,DINSG,Germany,DG,Germany,45987,1000,ERW063,Persons in employment (domestic concept)
81000,National accounts of the Federation,JAHR,Year,2024,DINSG,Germany,DG,Germany,3704,1000,ERW030,Self-employed persons
81000,National accounts of the Federation,JAHR,Year,2024,DINSG,Germany,DG,Germany,42126,1000,ERW036,Employees (national concept)
81000,National accounts of the Federation,JAHR,Year,2024,DINSG,Germany,DG,Germany,36197,1000,ERW004,Economically inactive population
81000,National accounts of the Federation,JAHR,Year,2024,DINSG,Germany,DG,Germany,56.7,percent,ERW088,Labour force participation rate
81000,National accounts of the Federation,JAHR,Year,2003,DINSG,Germany,DG,Germany,35112,1000,ERW061,Employees (domestic concept)
81000,National accounts of the Federation,JAHR,Year,2003,DINSG,Germany,DG,Germany,81549,1000,BEV020,Population
81000,National accounts of the Federation,JAHR,Year,2003,DINSG,Germany,DG,Germany,3810,1000,ERW003,Unemployed persons
81000,National accounts of the Federation,JAHR,Year,2003,DINSG,Germany,DG,Germany,42923,1000,ERW001,Economically active population
81000,National accounts of the Federation,JAHR,Year,2003,DINSG,Germany,DG,Germany,39113,1000,ERW060,Persons in employment (national concept)
81000,National accounts of the Federation,JAHR,Year,2003,DINSG,Germany,DG,Germany,8.9,percent,ERW089,Unemployment rate
81000,National accounts of the Federation,JAHR,Year,2003,DINSG,Germany,DG,Germany,133,1000,PEN012,Cross-border commuter balance
81000,National accounts of the Federation,JAHR,Year,2003,DINSG,Germany,DG,Germany,39246,1000,ERW063,Persons in employment (domestic concept)
81000,National accounts of the Federation,JAHR,Year,2003,DINSG,Germany,DG,Germany,4134,1000,ERW030,Self-employed persons
81000,National accounts of the Federation,JAHR,Year,2003,DINSG,Germany,DG,Germany,34979,1000,ERW036,Employees (national concept)
81000,National accounts of the Federation,JAHR,Year,2003,DINSG,Germany,DG,Germany,38626,1000,ERW004,Economically inactive population
81000,National accounts of the Federation,JAHR,Year,2003,DINSG,Germany,DG,Germany,52.6,percent,ERW088,Labour force participation rate
81000,National accounts of the Federation,JAHR,Year,2000,DINSG,Germany,DG,Germany,35963,1000,ERW061,Employees (domestic concept)
81000,National accounts of the Federation,JAHR,Year,2000,DINSG,Germany,DG,Germany,81457,1000,BEV020,Population
81000,National accounts of the Federation,JAHR,Year,2000,DINSG,Germany,DG,Germany,3114,1000,ERW003,Unemployed persons
81000,National accounts of the Federation,JAHR,Year,2000,DINSG,Germany,DG,Germany,42949,1000,ERW001,Economically active population
81000,National accounts of the Federation,JAHR,Year,2000,DINSG,Germany,DG,Germany,39835,1000,ERW060,Persons in employment (national concept)
81000,National accounts of the Federation,JAHR,Year,2000,DINSG,Germany,DG,Germany,7.3,percent,ERW089,Unemployment rate
81000,National accounts of the Federation,JAHR,Year,2000,DINSG,Germany,DG,Germany,141,1000,PEN012,Cross-border commuter balance
81000,National accounts of the Federation,JAHR,Year,2000,DINSG,Germany,DG,Germany,39976,1000,ERW063,Persons in employment (domestic concept)
81000,National accounts of the Federation,JAHR,Year,2000,DINSG,Germany,DG,Germany,4013,1000,ERW030,Self-employed persons
81000,National accounts of the Federation,JAHR,Year,2000,DINSG,Germany,DG,Germany,35822,1000,ERW036,Employees (national concept)
81000,National accounts of the Federation,JAHR,Year,2000,DINSG,Germany,DG,Germany,38508,1000,ERW004,Economically inactive population
81000,National accounts of the Federation,JAHR,Year,2000,DINSG,Germany,DG,Germany,52.7,percent,ERW088,Labour force participation rate
81000,National accounts of the Federation,JAHR,Year,2023,DINSG,Germany,DG,Germany,42148,1000,ERW061,Employees (domestic concept)
81000,National accounts of the Federation,JAHR,Year,2023,DINSG,Germany,DG,Germany,83287,1000,BEV020,Population
81000,National accounts of the Federation,JAHR,Year,2023,DINSG,Germany,DG,Germany,1342,1000,ERW003,Unemployed persons
81000,National accounts of the Federation,JAHR,Year,2023,DINSG,Germany,DG,Germany,47124,1000,ERW001,Economically active population
81000,National accounts of the Federation,JAHR,Year,2023,DINSG,Germany,DG,Germany,45782,1000,ERW060,Persons in employment (national concept)
81000,National accounts of the Federation,JAHR,Year,2023,DINSG,Germany,DG,Germany,2.8,percent,ERW089,Unemployment rate
81000,National accounts of the Federation,JAHR,Year,2023,DINSG,Germany,DG,Germany,153,1000,PEN012,Cross-border commuter balance
81000,National accounts of the Federation,JAHR,Year,2023,DINSG,Germany,DG,Germany,45935,1000,ERW063,Persons in employment (domestic concept)
81000,National accounts of the Federation,JAHR,Year,2023,DINSG,Germany,DG,Germany,3787,1000,ERW030,Self-employed persons
81000,National accounts of the Federation,JAHR,Year,2023,DINSG,Germany,DG,Germany,41995,1000,ERW036,Employees (national concept)
81000,National accounts of the Federation,JAHR,Year,2023,DINSG,Germany,DG,Germany,36163,1000,ERW004,Economically inactive population
81000,National accounts of the Federation,JAHR,Year,2023,DINSG,Germany,DG,Germany,56.6,percent,ERW088,Labour force participation rate
81000,National accounts of the Federation,JAHR,Year,2001,DINSG,Germany,DG,Germany,35837,1000,ERW061,Employees (domestic concept)
81000,National accounts of the Federation,JAHR,Year,2001,DINSG,Germany,DG,Germany,81517,1000,BEV020,Population
81000,National accounts of the Federation,JAHR,Year,2001,DINSG,Germany,DG,Germany,3059,1000,ERW003,Unemployed persons
81000,National accounts of the Federation,JAHR,Year,2001,DINSG,Germany,DG,Germany,42765,1000,ERW001,Economically active population
81000,National accounts of the Federation,JAHR,Year,2001,DINSG,Germany,DG,Germany,39706,1000,ERW060,Persons in employment (national concept)
81000,National accounts of the Federation,JAHR,Year,2001,DINSG,Germany,DG,Germany,7.2,percent,ERW089,Unemployment rate
81000,National accounts of the Federation,JAHR,Year,2001,DINSG,Germany,DG,Germany,159,1000,PEN012,Cross-border commuter balance
81000,National accounts of the Federation,JAHR,Year,2001,DINSG,Germany,DG,Germany,39865,1000,ERW063,Persons in employment (domestic concept)
81000,National accounts of the Federation,JAHR,Year,2001,DINSG,Germany,DG,Germany,4028,1000,ERW030,Self-employed persons
81000,National accounts of the Federation,JAHR,Year,2001,DINSG,Germany,DG,Germany,35678,1000,ERW036,Employees (national concept)
81000,National accounts of the Federation,JAHR,Year,2001,DINSG,Germany,DG,Germany,38752,1000,ERW004,Economically inactive population
81000,National accounts of the Federation,JAHR,Year,2001,DINSG,Germany,DG,Germany,52.5,percent,ERW088,Labour force participation rate
81000,National accounts of the Federation,JAHR,Year,2022,DINSG,Germany,DG,Germany,41767,1000,ERW061,Employees (domestic concept)
81000,National accounts of the Federation,JAHR,Year,2022,DINSG,Germany,DG,Germany,82529,1000,BEV020,Population
81000,National accounts of the Federation,JAHR,Year,2022,DINSG,Germany,DG,Germany,1355,1000,ERW003,Unemployed persons
81000,National accounts of the Federation,JAHR,Year,2022,DINSG,Germany,DG,Germany,46824,1000,ERW001,Economically active population
81000,National accounts of the Federation,JAHR,Year,2022,DINSG,Germany,DG,Germany,45469,1000,ERW060,Persons in employment (national concept)
81000,National accounts of the Federation,JAHR,Year,2022,DINSG,Germany,DG,Germany,2.9,percent,ERW089,Unemployment rate
81000,National accounts of the Federation,JAHR,Year,2022,DINSG,Germany,DG,Germany,160,1000,PEN012,Cross-border commuter balance
81000,National accounts of the Federation,JAHR,Year,2022,DINSG,Germany,DG,Germany,45629,1000,ERW063,Persons in employment (domestic concept)
81000,National accounts of the Federation,JAHR,Year,2022,DINSG,Germany,DG,Germany,3862,1000,ERW030,Self-employed persons
81000,National accounts of the Federation,JAHR,Year,2022,DINSG,Germany,DG,Germany,41607,1000,ERW036,Employees (national concept)
81000,National accounts of the Federation,JAHR,Year,2022,DINSG,Germany,DG,Germany,35705,1000,ERW004,Economically inactive population
81000,National accounts of the Federation,JAHR,Year,2022,DINSG,Germany,DG,Germany,56.7,percent,ERW088,Labour force participation rate
81000,National accounts of the Federation,JAHR,Year,2021,DINSG,Germany,DG,Germany,41097,1000,ERW061,Employees (domestic concept)
81000,National accounts of the Federation,JAHR,Year,2021,DINSG,Germany,DG,Germany,81995,1000,BEV020,Population
81000,National accounts of the Federation,JAHR,Year,2021,DINSG,Germany,DG,Germany,1517,1000,ERW003,Unemployed persons
81000,National accounts of the Federation,JAHR,Year,2021,DINSG,Germany,DG,Germany,46426,1000,ERW001,Economically active population
81000,National accounts of the Federation,JAHR,Year,2021,DINSG,Germany,DG,Germany,44909,1000,ERW060,Persons in employment (national concept)
81000,National accounts of the Federation,JAHR,Year,2021,DINSG,Germany,DG,Germany,3.3,percent,ERW089,Unemployment rate
81000,National accounts of the Federation,JAHR,Year,2021,DINSG,Germany,DG,Germany,132,1000,PEN012,Cross-border commuter balance
81000,National accounts of the Federation,JAHR,Year,2021,DINSG,Germany,DG,Germany,45041,1000,ERW063,Persons in employment (domestic concept)
81000,National accounts of the Federation,JAHR,Year,2021,DINSG,Germany,DG,Germany,3944,1000,ERW030,Self-employed persons
81000,National accounts of the Federation,JAHR,Year,2021,DINSG,Germany,DG,Germany,40965,1000,ERW036,Employees (national concept)
81000,National accounts of the Federation,JAHR,Year,2021,DINSG,Germany,DG,Germany,35569,1000,ERW004,Economically inactive population
81000,National accounts of the Federation,JAHR,Year,2021,DINSG,Germany,DG,Germany,56.6,percent,ERW088,Labour force participation rate
81000,National accounts of the Federation,JAHR,Year,2020,DINSG,Germany,DG,Germany,40927,1000,ERW061,Employees (domestic concept)
81000,National accounts of the Federation,JAHR,Year,2020,DINSG,Germany,DG,Germany,82126,1000,BEV020,Population
81000,National accounts of the Federation,JAHR,Year,2020,DINSG,Germany,DG,Germany,1512,1000,ERW003,Unemployed persons
81000,National accounts of the Federation,JAHR,Year,2020,DINSG,Germany,DG,Germany,46364,1000,ERW001,Economically active population
81000,National accounts of the Federation,JAHR,Year,2020,DINSG,Germany,DG,Germany,44852,1000,ERW060,Persons in employment (national concept)
81000,National accounts of the Federation,JAHR,Year,2020,DINSG,Germany,DG,Germany,3.3,percent,ERW089,Unemployment rate
81000,National accounts of the Federation,JAHR,Year,2020,DINSG,Germany,DG,Germany,114,1000,PEN012,Cross-border commuter balance
81000,National accounts of the Federation,JAHR,Year,2020,DINSG,Germany,DG,Germany,44966,1000,ERW063,Persons in employment (domestic concept)
81000,National accounts of the Federation,JAHR,Year,2020,DINSG,Germany,DG,Germany,4039,1000,ERW030,Self-employed persons
81000,National accounts of the Federation,JAHR,Year,2020,DINSG,Germany,DG,Germany,40813,1000,ERW036,Employees (national concept)
81000,National accounts of the Federation,JAHR,Year,2020,DINSG,Germany,DG,Germany,35762,1000,ERW004,Economically inactive population
81000,National accounts of the Federation,JAHR,Year,2020,DINSG,Germany,DG,Germany,56.5,percent,ERW088,Labour force participation rate
81000,National accounts of the Federation,JAHR,Year,2008,DINSG,Germany,DG,Germany,36372,1000,ERW061,Employees (domestic concept)
81000,National accounts of the Federation,JAHR,Year,2008,DINSG,Germany,DG,Germany,80764,1000,BEV020,Population
81000,National accounts of the Federation,JAHR,Year,2008,DINSG,Germany,DG,Germany,3018,1000,ERW003,Unemployed persons
81000,National accounts of the Federation,JAHR,Year,2008,DINSG,Germany,DG,Germany,43831,1000,ERW001,Economically active population
81000,National accounts of the Federation,JAHR,Year,2008,DINSG,Germany,DG,Germany,40813,1000,ERW060,Persons in employment (national concept)
81000,National accounts of the Federation,JAHR,Year,2008,DINSG,Germany,DG,Germany,6.9,percent,ERW089,Unemployment rate
81000,National accounts of the Federation,JAHR,Year,2008,DINSG,Germany,DG,Germany,38,1000,PEN012,Cross-border commuter balance
81000,National accounts of the Federation,JAHR,Year,2008,DINSG,Germany,DG,Germany,40851,1000,ERW063,Persons in employment (domestic concept)
81000,National accounts of the Federation,JAHR,Year,2008,DINSG,Germany,DG,Germany,4479,1000,ERW030,Self-employed persons
81000,National accounts of the Federation,JAHR,Year,2008,DINSG,Germany,DG,Germany,36334,1000,ERW036,Employees (national concept)
81000,National accounts of the Federation,JAHR,Year,2008,DINSG,Germany,DG,Germany,36933,1000,ERW004,Economically inactive population
81000,National accounts of the Federation,JAHR,Year,2008,DINSG,Germany,DG,Germany,54.3,percent,ERW088,Labour force participation rate
81000,National accounts of the Federation,JAHR,Year,2009,DINSG,Germany,DG,Germany,36410,1000,ERW061,Employees (domestic concept)
81000,National accounts of the Federation,JAHR,Year,2009,DINSG,Germany,DG,Germany,80483,1000,BEV020,Population
81000,National accounts of the Federation,JAHR,Year,2009,DINSG,Germany,DG,Germany,3003,1000,ERW003,Unemployed persons
81000,National accounts of the Federation,JAHR,Year,2009,DINSG,Germany,DG,Germany,43879,1000,ERW001,Economically active population
81000,National accounts of the Federation,JAHR,Year,2009,DINSG,Germany,DG,Germany,40876,1000,ERW060,Persons in employment (national concept)
81000,National accounts of the Federation,JAHR,Year,2009,DINSG,Germany,DG,Germany,6.8,percent,ERW089,Unemployment rate
81000,National accounts of the Federation,JAHR,Year,2009,DINSG,Germany,DG,Germany,27,1000,PEN012,Cross-border commuter balance
81000,National accounts of the Federation,JAHR,Year,2009,DINSG,Germany,DG,Germany,40903,1000,ERW063,Persons in employment (domestic concept)
81000,National accounts of the Federation,JAHR,Year,2009,DINSG,Germany,DG,Germany,4493,1000,ERW030,Self-employed persons
81000,National accounts of the Federation,JAHR,Year,2009,DINSG,Germany,DG,Germany,36383,1000,ERW036,Employees (national concept)
81000,National accounts of the Federation,JAHR,Year,2009,DINSG,Germany,DG,Germany,36604,1000,ERW004,Economically inactive population
81000,National accounts of the Federation,JAHR,Year,2009,DINSG,Germany,DG,Germany,54.5,percent,ERW088,Labour force participation rate
81000,National accounts of the Federation,JAHR,Year,2006,DINSG,Germany,DG,Germany,35172,1000,ERW061,Employees (domestic concept)
81000,National accounts of the Federation,JAHR,Year,2006,DINSG,Germany,DG,Germany,81173,1000,BEV020,Population
81000,National accounts of the Federation,JAHR,Year,2006,DINSG,Germany,DG,Germany,4104,1000,ERW003,Unemployed persons
81000,National accounts of the Federation,JAHR,Year,2006,DINSG,Germany,DG,Germany,43624,1000,ERW001,Economically active population
81000,National accounts of the Federation,JAHR,Year,2006,DINSG,Germany,DG,Germany,39520,1000,ERW060,Persons in employment (national concept)
81000,National accounts of the Federation,JAHR,Year,2006,DINSG,Germany,DG,Germany,9.4,percent,ERW089,Unemployment rate
81000,National accounts of the Federation,JAHR,Year,2006,DINSG,Germany,DG,Germany,88,1000,PEN012,Cross-border commuter balance
81000,National accounts of the Federation,JAHR,Year,2006,DINSG,Germany,DG,Germany,39608,1000,ERW063,Persons in employment (domestic concept)
81000,National accounts of the Federation,JAHR,Year,2006,DINSG,Germany,DG,Germany,4436,1000,ERW030,Self-employed persons
81000,National accounts of the Federation,JAHR,Year,2006,DINSG,Germany,DG,Germany,35084,1000,ERW036,Employees (national concept)
81000,National accounts of the Federation,JAHR,Year,2006,DINSG,Germany,DG,Germany,37549,1000,ERW004,Economically inactive population
81000,National accounts of the Federation,JAHR,Year,2006,DINSG,Germany,DG,Germany,53.7,percent,ERW088,Labour force participation rate
81000,National accounts of the Federation,JAHR,Year,2007,DINSG,Germany,DG,Germany,35812,1000,ERW061,Employees (domestic concept)
81000,National accounts of the Federation,JAHR,Year,2007,DINSG,Germany,DG,Germany,80992,1000,BEV020,Population
81000,National accounts of the Federation,JAHR,Year,2007,DINSG,Germany,DG,Germany,3473,1000,ERW003,Unemployed persons
81000,National accounts of the Federation,JAHR,Year,2007,DINSG,Germany,DG,Germany,43683,1000,ERW001,Economically active population
81000,National accounts of the Federation,JAHR,Year,2007,DINSG,Germany,DG,Germany,40210,1000,ERW060,Persons in employment (national concept)
81000,National accounts of the Federation,JAHR,Year,2007,DINSG,Germany,DG,Germany,8,percent,ERW089,Unemployment rate
81000,National accounts of the Federation,JAHR,Year,2007,DINSG,Germany,DG,Germany,71,1000,PEN012,Cross-border commuter balance
81000,National accounts of the Federation,JAHR,Year,2007,DINSG,Germany,DG,Germany,40281,1000,ERW063,Persons in employment (domestic concept)
81000,National accounts of the Federation,JAHR,Year,2007,DINSG,Germany,DG,Germany,4469,1000,ERW030,Self-employed persons
81000,National accounts of the Federation,JAHR,Year,2007,DINSG,Germany,DG,Germany,35741,1000,ERW036,Employees (national concept)
81000,National accounts of the Federation,JAHR,Year,2007,DINSG,Germany,DG,Germany,37309,1000,ERW004,Economically inactive population
81000,National accounts of the Federation,JAHR,Year,2007,DINSG,Germany,DG,Germany,53.9,percent,ERW088,Labour force participation rate
81000,National accounts of the Federation,JAHR,Year,1991,DINSG,Germany,DG,Germany,35310,1000,ERW061,Employees (domestic concept)
81000,National accounts of the Federation,JAHR,Year,1991,DINSG,Germany,DG,Germany,79973,1000,BEV020,Population
81000,National accounts of the Federation,JAHR,Year,1991,DINSG,Germany,DG,Germany,2172,1000,ERW003,Unemployed persons
81000,National accounts of the Federation,JAHR,Year,1991,DINSG,Germany,DG,Germany,41087,1000,ERW001,Economically active population
81000,National accounts of the Federation,JAHR,Year,1991,DINSG,Germany,DG,Germany,38915,1000,ERW060,Persons in employment (national concept)
81000,National accounts of the Federation,JAHR,Year,1991,DINSG,Germany,DG,Germany,5.3,percent,ERW089,Unemployment rate
81000,National accounts of the Federation,JAHR,Year,1991,DINSG,Germany,DG,Germany,-42,1000,PEN012,Cross-border commuter balance
81000,National accounts of the Federation,JAHR,Year,1991,DINSG,Germany,DG,Germany,38873,1000,ERW063,Persons in employment (domestic concept)
81000,National accounts of the Federation,JAHR,Year,1991,DINSG,Germany,DG,Germany,3563,1000,ERW030,Self-employed persons
81000,National accounts of the Federation,JAHR,Year,1991,DINSG,Germany,DG,Germany,35352,1000,ERW036,Employees (national concept)
81000,National accounts of the Federation,JAHR,Year,1991,DINSG,Germany,DG,Germany,38886,1000,ERW004,Economically inactive population
81000,National accounts of the Federation,JAHR,Year,1991,DINSG,Germany,DG,Germany,51.4,percent,ERW088,Labour force participation rate
81000,National accounts of the Federation,JAHR,Year,1992,DINSG,Germany,DG,Germany,34754,1000,ERW061,Employees (domestic concept)
81000,National accounts of the Federation,JAHR,Year,1992,DINSG,Germany,DG,Germany,80500,1000,BEV020,Population
81000,National accounts of the Federation,JAHR,Year,1992,DINSG,Germany,DG,Germany,2573,1000,ERW003,Unemployed persons
81000,National accounts of the Federation,JAHR,Year,1992,DINSG,Germany,DG,Germany,40940,1000,ERW001,Economically active population
81000,National accounts of the Federation,JAHR,Year,1992,DINSG,Germany,DG,Germany,38367,1000,ERW060,Persons in employment (national concept)
81000,National accounts of the Federation,JAHR,Year,1992,DINSG,Germany,DG,Germany,6.3,percent,ERW089,Unemployment rate
81000,National accounts of the Federation,JAHR,Year,1992,DINSG,Germany,DG,Germany,-5,1000,PEN012,Cross-border commuter balance
81000,National accounts of the Federation,JAHR,Year,1992,DINSG,Germany,DG,Germany,38362,1000,ERW063,Persons in employment (domestic concept)
81000,National accounts of the Federation,JAHR,Year,1992,DINSG,Germany,DG,Germany,3608,1000,ERW030,Self-employed persons
81000,National accounts of the Federation,JAHR,Year,1992,DINSG,Germany,DG,Germany,34759,1000,ERW036,Employees (national concept)
81000,National accounts of the Federation,JAHR,Year,1992,DINSG,Germany,DG,Germany,39560,1000,ERW004,Economically inactive population
81000,National accounts of the Federation,JAHR,Year,1992,DINSG,Germany,DG,Germany,50.9,percent,ERW088,Labour force participation rate
81000,National accounts of the Federation,JAHR,Year,1993,DINSG,Germany,DG,Germany,34197,1000,ERW061,Employees (domestic concept)
81000,National accounts of the Federation,JAHR,Year,1993,DINSG,Germany,DG,Germany,80946,1000,BEV020,Population
81000,National accounts of the Federation,JAHR,Year,1993,DINSG,Germany,DG,Germany,3050,1000,ERW003,Unemployed persons
81000,National accounts of the Federation,JAHR,Year,1993,DINSG,Germany,DG,Germany,40898,1000,ERW001,Economically active population
81000,National accounts of the Federation,JAHR,Year,1993,DINSG,Germany,DG,Germany,37848,1000,ERW060,Persons in employment (national concept)
81000,National accounts of the Federation,JAHR,Year,1993,DINSG,Germany,DG,Germany,7.5,percent,ERW089,Unemployment rate
81000,National accounts of the Federation,JAHR,Year,1993,DINSG,Germany,DG,Germany,17,1000,PEN012,Cross-border commuter balance
81000,National accounts of the Federation,JAHR,Year,1993,DINSG,Germany,DG,Germany,37865,1000,ERW063,Persons in employment (domestic concept)
81000,National accounts of the Federation,JAHR,Year,1993,DINSG,Germany,DG,Germany,3668,1000,ERW030,Self-employed persons
81000,National accounts of the Federation,JAHR,Year,1993,DINSG,Germany,DG,Germany,34180,1000,ERW036,Employees (national concept)
81000,National accounts of the Federation,JAHR,Year,1993,DINSG,Germany,DG,Germany,40048,1000,ERW004,Economically inactive population
81000,National accounts of the Federation,JAHR,Year,1993,DINSG,Germany,DG,Germany,50.5,percent,ERW088,Labour force participation rate
81000,National accounts of the Federation,JAHR,Year,1994,DINSG,Germany,DG,Germany,34135,1000,ERW061,Employees (domestic concept)
81000,National accounts of the Federation,JAHR,Year,1994,DINSG,Germany,DG,Germany,81147,1000,BEV020,Population
81000,National accounts of the Federation,JAHR,Year,1994,DINSG,Germany,DG,Germany,3306,1000,ERW003,Unemployed persons
81000,National accounts of the Federation,JAHR,Year,1994,DINSG,Germany,DG,Germany,41153,1000,ERW001,Economically active population
81000,National accounts of the Federation,JAHR,Year,1994,DINSG,Germany,DG,Germany,37847,1000,ERW060,Persons in employment (national concept)
81000,National accounts of the Federation,JAHR,Year,1994,DINSG,Germany,DG,Germany,8,percent,ERW089,Unemployment rate
81000,National accounts of the Federation,JAHR,Year,1994,DINSG,Germany,DG,Germany,34,1000,PEN012,Cross-border commuter balance
81000,National accounts of the Federation,JAHR,Year,1994,DINSG,Germany,DG,Germany,37881,1000,ERW063,Persons in employment (domestic concept)
81000,National accounts of the Federation,JAHR,Year,1994,DINSG,Germany,DG,Germany,3746,1000,ERW030,Self-employed persons
81000,National accounts of the Federation,JAHR,Year,1994,DINSG,Germany,DG,Germany,34101,1000,ERW036,Employees (national concept)
81000,National accounts of the Federation,JAHR,Year,1994,DINSG,Germany,DG,Germany,39994,1000,ERW004,Economically inactive population
81000,National accounts of the Federation,JAHR,Year,1994,DINSG,Germany,DG,Germany,50.7,percent,ERW088,Labour force participation rate
