year,month,value_code,value_label,Imports: Value index,Exports: Value index,Terms of trade
2022,February,EGW5-8,Industrial products,114.1,109.1,95.3
2022,February,EGW9,Other unallocated products,74.2,136.3,102.2
2022,February,EGW1-9,Total,111.7,109.2,95.8
2022,March,EGW1,Live animals,135.6,118.3,95.3
2022,March,EGW2,Food of animal origin,128.8,121.9,102.7
2022,March,EGW3,Food of vegetable origin,128.7,122.8,98.1
2022,March,EGW4,Tea, alcoholic beverages,e,e
2022,March,EGW1-4,Food,128.5,123.2,99.3
2022,March,EGW5,Raw materials,176.4,191.7,84.8
2022,March,EGW6,Semi-finished goods,171.4,162.3,102.6
2022,March,EGW7,Intermediate products,167.5,136.5,83.5
2022,March,EGW8,End products,121.7,120,102
2022,March,EGW7-8,Finished goods,128.2,122.2,98.7
2022,March,EGW5-8,Industrial products,136.2,125.3,94
2022,March,EGW9,Other unallocated products,123.8,168.5,98.4
2022,March,EGW1-9,Total,135.1,125.8,94.7
2022,April,EGW1,Live animals,119.7,93.2,94.2
2022,April,EGW2,Food of animal origin,122.4,114.5,103.8
2022,April,EGW3,Food of vegetable origin,119,107.7,96.8
2022,April,EGW4,Tea, alcoholic beverages,e,e
2022,April,EGW1-4,Food,119.2,110,98.7
2022,April,EGW5,Raw materials,184.5,153.1,81.9
2022,April,EGW6,Semi-finished goods,139.4,142,100
2022,April,EGW7,Intermediate products,173.4,119,72.2
2022,April,EGW8,End products,106,103.8,104
2022,April,EGW7-8,Finished goods,115.6,105.8,97.2
2022,April,EGW5-8,Industrial products,123.6,108.5,92.4
2022,April,EGW9,Other unallocated products,103.3,99.6,99.6
2022,April,EGW1-9,Total,122.4,108.4,93.2
2022,May,EGW1,Live animals,118.6,109,112.6
2022,May,EGW2,Food of animal origin,125.1,125.1,102.2
2022,May,EGW3,Food of vegetable origin,128.1,113.2,96.4
2022,May,EGW4,Tea, alcoholic beverages,e,e
2022,May,EGW1-4,Food,128,118.5,98.7
2022,May,EGW5,Raw materials,168.4,147.5,80
2022,May,EGW6,Semi-finished goods,153.8,153,101.1
2022,May,EGW7,Intermediate products,204.1,138.3,71.9
2022,May,EGW8,End products,117.1,116.1,102.6
2022,May,EGW7-8,Finished goods,129.4,119,95.6
2022,May,EGW5-8,Industrial products,135,121.4,92.1
2022,May,EGW9,Other unallocated products,122,102.1,101.8
2022,May,EGW1-9,Total,133.9,120.9,93.1
2022,June,EGW1,Live animals,111,131.2,112.6
2022,June,EGW2,Food of animal origin,125.5,130.4,103.1
2022,June,EGW3,Food of vegetable origin,118.7,115.1,97.5
2022,June,EGW4,Tea, alcoholic beverages,e,e
2022,June,EGW1-4,Food,121.2,121.6,99.8
2022,June,EGW5,Raw materials,183.3,145.8,75.7
2022,June,EGW6,Semi-finished goods,149.8,156.5,102.7
2022,June,EGW7,Intermediate products,159.9,126.3,84
2022,June,EGW8,End products,117.5,116.6,99.7
2022,June,EGW7-8,Finished goods,123.5,117.9,96.6
2022,June,EGW5-8,Industrial products,131,120.6,92.1
2022,June,EGW9,Other unallocated products,107.8,164.3,101
2022,June,EGW1-9,Total,129.2,121.3,93
2022,July,EGW1,Live animals,98.5,108.5,103.3
2022,July,EGW2,Food of animal origin,119.9,127.2,104.1
2022,July,EGW3,Food of vegetable origin,111.7,109.2,99.5
2022,July,EGW4,Tea, alcoholic beverages,e,e
2022,July,EGW1-4,Food,115.6,116.8,101.5
2022,July,EGW5,Raw materials,210.6,169.4,106.4
2022,July,EGW6,Semi-finished goods,145.3,155.3,107.1
2022,July,EGW7,Intermediate products,132.7,118.7,99.3
2022,July,EGW8,End products,112.4,107.5,100.2
2022,July,EGW7-8,Finished goods,115.3,109,99.7
2022,July,EGW5-8,Industrial products,126.1,112.4,95.9
2022,July,EGW9,Other unallocated products,123.8,183.2,105.2
2022,July,EGW1-9,Total,125.2,113.7,96.8
2022,August,EGW1,Live animals,109.3,123,108.1
2022,August,EGW2,Food of animal origin,129.7,135.3,104.2
2022,August,EGW3,Food of vegetable origin,111.9,120,100
2022,August,EGW4,Tea, alcoholic beverages,e,e
2022,August,EGW1-4,Food,118.1,126.3,101.7
2022,August,EGW5,Raw materials,241.5,194.9,96
2022,August,EGW6,Semi-finished goods,155.3,149.1,98.1
2022,August,EGW7,Intermediate products,137.2,112.3,93.7
2022,August,EGW8,End products,115.3,109,101.4
2022,August,EGW7-8,Finished goods,118.4,109.4,100
2022,August,EGW5-8,Industrial products,132.3,112.7,93.1
2022,August,EGW9,Other unallocated products,94.4,156.5,98.4
2022,August,EGW1-9,Total,129.5,114.1,94
2022,September,EGW1,Live animals,116.2,135.7,120.9
2022,September,EGW2,Food of animal origin,133.7,134.8,104.2
2022,September,EGW3,Food of vegetable origin,112.8,127.9,100
2022,September,EGW4,Tea, alcoholic beverages,e,e
2022,September,EGW1-4,Food,120.1,130.5,101.5
2022,September,EGW5,Raw materials,210.4,179.1,100.7
2022,September,EGW6,Semi-finished goods,147.6,152.2,102.5
2022,September,EGW7,Intermediate products,136.3,130.9,98.5
2022,September,EGW8,End products,134.4,125.4,99
2022,September,EGW7-8,Finished goods,134.7,126.2,98.8
2022,September,EGW5-8,Industrial products,142.3,128.3,95.1
2022,September,EGW9,Other unallocated products,123.9,174.2,97
2022,September,EGW1-9,Total,139.8,129.1,95.5
2022,October,EGW1,Live animals,106.8,122.1,100.5
2022,October,EGW2,Food of animal origin,133.9,122.9,102.7
2022,October,EGW3,Food of vegetable origin,113.9,123.5,100.8
2022,October,EGW4,Tea, alcoholic beverages,e,e
2022,October,EGW1-4,Food,120.6,123.3,101.9
2022,October,EGW5,Raw materials,162.4,122.4,106.5
2022,October,EGW6,Semi-finished goods,138.2,140.7,99.2
2022,October,EGW7,Intermediate products,117.8,109.3,101.4
2022,October,EGW8,End products,127.6,118,101.2
2022,October,EGW7-8,Finished goods,126.2,116.9,101.2
2022,October,EGW5-8,Industrial products,130.4,118.4,99.3
2022,October,EGW9,Other unallocated products,145,166.8,92.3
2022,October,EGW1-9,Total,130.2,119.4,99.1
2022,November,EGW1,Live animals,112.1,136.2,110.8
2022,November,EGW2,Food of animal origin,144.9,132.7,103.1
2022,November,EGW3,Food of vegetable origin,124.2,130,102.2
2022,November,EGW4,Tea, alcoholic beverages,e,e
2022,November,EGW1-4,Food,131.6,131.6,102.5
2022,November,EGW5,Raw materials,156.3,126,98.8
2022,November,EGW6,Semi-finished goods,138,146.4,94.7
2022,November,EGW7,Intermediate products,116.7,114.1,107.3
2022,November,EGW8,End products,134.9,127.5,101.5
2022,November,EGW7-8,Finished goods,132.3,125.8,102.1
2022,November,EGW5-8,Industrial products,134.9,127.1,100
2022,November,EGW9,Other unallocated products,132.1,181,98.1
2022,November,EGW1-9,Total,134.5,128.1,100.1
2022,December,EGW1,Live animals,121.1,128.4,102.4
2022,December,EGW2,Food of animal origin,135,124,102.2
2022,December,EGW3,Food of vegetable origin,113.2,112.9,102.2
2022,December,EGW4,Tea, alcoholic beverages,e,e
2022,December,EGW1-4,Food,119.9,116.3,102.4
2022,December,EGW5,Raw materials,159.1,120.6,98.3
2022,December,EGW6,Semi-finished goods,113.4,132.7,108
2022,December,EGW7,Intermediate products,97.4,86.9,96.6
2022,December,EGW8,End products,112.1,110.2,101.5
2022,December,EGW7-8,Finished goods,110,107.1,100.8
2022,December,EGW5-8,Industrial products,114.5,108.8,99.6
2022,December,EGW9,Other unallocated products,134.2,183.5,100.1
2022,December,EGW1-9,Total,115.8,110.4,99.7
2023,January,EGW1,Live animals,136.9,130.8,94.6
2023,January,EGW2,Food of animal origin,122.1,121.6,100.8
2023,January,EGW3,Food of vegetable origin,118.4,121.9,103.7
2023,January,EGW4,Tea, alcoholic beverages,e,e
2023,January,EGW1-4,Food,119.8,121.8,101.8
2023,January,EGW5,Raw materials,148.5,110.3,76.6
2023,January,EGW6,Semi-finished goods,114.1,121.2,97.4
2023,January,EGW7,Intermediate products,124.8,110.4,93.8
2023,January,EGW8,End products,117.1,111.8,96.6
2023,January,EGW7-8,Finished goods,118.2,111.6,96.1
2023,January,EGW5-8,Industrial products,120.4,112.2,93.5
2023,January,EGW9,Other unallocated products,94.1,164.1,113.4
2023,January,EGW1-9,Total,119.2,113.5,94.8
2023,February,EGW1,Live animals,149.6,103.8,76.4
2023,February,EGW2,Food of animal origin,121.3,116.2,99.9
2023,February,EGW3,Food of vegetable origin,124,123.1,103.8
2023,February,EGW4,Tea, alcoholic beverages,e,e
2023,February,EGW1-4,Food,122.4,119.7,102
2023,February,EGW5,Raw materials,117.3,110.2,84.5
2023,February,EGW6,Semi-finished goods,102.9,116.8,99.3
2023,February,EGW7,Intermediate products,122.7,107.8,92.7
2023,February,EGW8,End products,114.8,117.2,100.9
2023,February,EGW7-8,Finished goods,115.9,116,99.5
2023,February,EGW5-8,Industrial products,114.9,116,97.6
2023,February,EGW9,Other unallocated products,91.2,118.7,108.4
2023,February,EGW1-9,Total,114.4,116.2,98.3
2023,March,EGW1,Live animals,171.2,128.3,76.1
2023,March,EGW2,Food of animal origin,142.7,137.4,99.5
2023,March,EGW3,Food of vegetable origin,139.1,140.2,102.2
2023,March,EGW4,Tea, alcoholic beverages,e,e
2023,March,EGW1-4,Food,140.1,139,100.3
2023,March,EGW5,Raw materials,123.3,113.1,87.4
2023,March,EGW6,Semi-finished goods,114.1,129.8,100.7
2023,March,EGW7,Intermediate products,120.7,121.1,103.9
2023,March,EGW8,End products,132.4,135.7,99.2
2023,March,EGW7-8,Finished goods,130.8,133.8,99.7
2023,March,EGW5-8,Industrial products,128.6,133.3,98.6
2023,March,EGW9,Other unallocated products,117.6,134,113.6
2023,March,EGW1-9,Total,129.1,133.7,99.4
2023,April,EGW1,Live animals,146.4,119,78.3
2023,April,EGW2,Food of animal origin,114.6,116.2,99.8
2023,April,EGW3,Food of vegetable origin,117.2,114.5,104.6
2023,April,EGW4,Tea, alcoholic beverages,e,e
2023,April,EGW1-4,Food,116.8,114.5,102
2023,April,EGW5,Raw materials,98.6,90.1,85.2
2023,April,EGW6,Semi-finished goods,106,102.2,99.1
2023,April,EGW7,Intermediate products,105.7,98,98.4
2023,April,EGW8,End products,107.9,106.9,99.1
2023,April,EGW7-8,Finished goods,107.6,105.7,99
2023,April,EGW5-8,Industrial products,106.7,105.4,98
2023,April,EGW9,Other unallocated products,99.4,105.8,94.6
2023,April,EGW1-9,Total,107.2,105.9,98.8
2023,May,EGW1,Live animals,164.2,131.8,78.9
2023,May,EGW2,Food of animal origin,127.6,127.9,99
2023,May,EGW3,Food of vegetable origin,127.4,124.7,100.4
2023,May,EGW4,Tea, alcoholic beverages,e,e
2023,May,EGW1-4,Food,128.5,126.1,99.4
2023,May,EGW5,Raw materials,99.8,94.2,103.6
2023,May,EGW6,Semi-finished goods,119.6,105.9,96.7
2023,May,EGW7,Intermediate products,122.3,106.8,92.7
2023,May,EGW8,End products,119.9,118.4,98.2
2023,May,EGW7-8,Finished goods,120.3,116.8,97.3
2023,May,EGW5-8,Industrial products,118.4,115.9,97.6
2023,May,EGW9,Other unallocated products,133.5,134.1,105.5
2023,May,EGW1-9,Total,119.9,116.8,98.8
2023,June,EGW1,Live animals,176.2,129.7,78.9
2023,June,EGW2,Food of animal origin,125.1,130.1,101.2
2023,June,EGW3,Food of vegetable origin,120.4,125.2,105.2
2023,June,EGW4,Tea, alcoholic beverages,e,e
2023,June,EGW1-4,Food,124.4,127.9,102.1
2023,June,EGW5,Raw materials,94.1,88.5,93.3
2023,June,EGW6,Semi-finished goods,108.9,107.4,105.1
2023,June,EGW7,Intermediate products,104.2,109.1,102
2023,June,EGW8,End products,124.7,126.6,103.1
2023,June,EGW7-8,Finished goods,121.8,124.3,103
2023,June,EGW5-8,Industrial products,118.3,122.9,102.7
2023,June,EGW9,Other unallocated products,126.5,147.8,107.6
2023,June,EGW1-9,Total,119.1,123.6,103.2
2023,July,EGW1,Live animals,159.5,122.1,83.3
2023,July,EGW2,Food of animal origin,113.8,118.2,101.4
2023,July,EGW3,Food of vegetable origin,110.1,116.8,105.4
2023,July,EGW4,Tea, alcoholic beverages,e,e
2023,July,EGW1-4,Food,114.7,118.1,102.5
2023,July,EGW5,Raw materials,95.5,71.6,99.5
2023,July,EGW6,Semi-finished goods,100.6,102.5,105
2023,July,EGW7,Intermediate products,106,95,92
2023,July,EGW8,End products,113.2,113.1,105.5
2023,July,EGW7-8,Finished goods,112.2,110.7,103.7
2023,July,EGW5-8,Industrial products,109.7,109.8,103.7
2023,July,EGW9,Other unallocated products,132.5,220.8,113.5
2023,July,EGW1-9,Total,111.1,111.9,104.6
2023,August,EGW1,Live animals,173.3,143.3,84.6
2023,August,EGW2,Food of animal origin,117.7,122.8,102.9
2023,August,EGW3,Food of vegetable origin,117.4,124.1,106.5
2023,August,EGW4,Tea, alcoholic beverages,e,e
2023,August,EGW1-4,Food,118.9,124.4,103.9
2023,August,EGW5,Raw materials,93,81.2,90
2023,August,EGW6,Semi-finished goods,98.4,102.3,104.8
2023,August,EGW7,Intermediate products,93.5,94.5,98.1
2023,August,EGW8,End products,109.1,111,104.5
2023,August,EGW7-8,Finished goods,106.8,108.8,103.7
2023,August,EGW5-8,Industrial products,104.9,108.2,103.2
2023,August,EGW9,Other unallocated products,103.3,125.7,104.7
2023,August,EGW1-9,Total,105.9,109.4,103.5
2023,September,EGW1,Live animals,147.6,132.1,86.5
2023,September,EGW2,Food of animal origin,117.2,115.1,102.6
2023,September,EGW3,Food of vegetable origin,110.4,126.6,108.7
2023,September,EGW4,Tea, alcoholic beverages,e,e
2023,September,EGW1-4,Food,115.2,122.9,104.7
2023,September,EGW5,Raw materials,88.2,89.5,84.1
2023,September,EGW6,Semi-finished goods,100.8,107.5,100.4
2023,September,EGW7,Intermediate products,95.8,97.2,95.8
2023,September,EGW8,End products,116.7,117.1,102.7
2023,September,EGW7-8,Finished goods,113.7,114.5,102
2023,September,EGW5-8,Industrial products,110.4,113.8,100.9
2023,September,EGW9,Other unallocated products,131.4,128.9,100.6
2023,September,EGW1-9,Total,111.7,114.6,101.7
2023,October,EGW1,Live animals,149.2,151.2,84.2
2023,October,EGW2,Food of animal origin,121.6,117.2,102.3
2023,October,EGW3,Food of vegetable origin,116.6,130.6,105.3
2023,October,EGW4,Tea, alcoholic beverages,e,e
2023,October,EGW1-4,Food,119.7,126.2,102.4
2023,October,EGW5,Raw materials,105.6,80.9,86
2023,October,EGW6,Semi-finished goods,98.6,104.1,100.1
2023,October,EGW7,Intermediate products,99.2,96.3,92.6
2023,October,EGW8,End products,118.1,120.4,103.6
2023,October,EGW7-8,Finished goods,115.4,117.2,102.3
2023,October,EGW5-8,Industrial products,113.1,116,100.9
2023,October,EGW9,Other unallocated products,132,143.4,100.8
2023,October,EGW1-9,Total,114.4,117,101.4
2023,November,EGW1,Live animals,136.9,130.8,87
2023,November,EGW2,Food of animal origin,127.8,120.1,102.8
2023,November,EGW3,Food of vegetable origin,124.3,132.1,103.6
2023,November,EGW4,Tea, alcoholic beverages,e,e
2023,November,EGW1-4,Food,126.4,129.3,102
2023,November,EGW5,Raw materials,97.8,92.4,80.4
2023,November,EGW6,Semi-finished goods,105.2,125.6,102.7
2023,November,EGW7,Intermediate products,98.4,98.9,93.9
2023,November,EGW8,End products,121.8,126.3,102
2023,November,EGW7-8,Finished goods,118.5,122.7,101
2023,November,EGW5-8,Industrial products,115.5,122.6,100
2023,November,EGW9,Other unallocated products,141.2,146.3,110
2023,November,EGW1-9,Total,117.5,123.3,101
2023,December,EGW1,Live animals,127.1,127.4,87.5
2023,December,EGW2,Food of animal origin,122.8,108.2,103.9
2023,December,EGW3,Food of vegetable origin,113.3,111.3,101.7
2023,December,EGW4,Tea, alcoholic beverages,e,e
2023,December,EGW1-4,Food,115.3,110.5,101.1
2023,December,EGW5,Raw materials,108.8,72.1,95.9
2023,December,EGW6,Semi-finished goods,88.8,103.8,95.5
2023,December,EGW7,Intermediate products,69.8,71.7,98.5
2023,December,EGW8,End products,98.2,102.8,99.3
2023,December,EGW7-8,Finished goods,94.1,98.7,99.3
2023,December,EGW5-8,Industrial products,94.9,98.8,99
2023,December,EGW9,Other unallocated products,148.2,167.1,100.9
2023,December,EGW1-9,Total,98.9,100.5,100.4
2024,January,EGW1,Live animals,154.5,135.5,80.7
2024,January,EGW2,Food of animal origin,117.5,118.6,102.2
2024,January,EGW3,Food of vegetable origin,123.1,127.1,104.4
2024,January,EGW4,Tea, alcoholic beverages,e,e
2024,January,EGW1-4,Food,121.4,123.1,102
2024,January,EGW5,Raw materials,96.5,89.4,87.3
2024,January,EGW6,Semi-finished goods,88.1,116.6,108.6
2024,January,EGW7,Intermediate products,98.5,102.9,94.8
2024,January,EGW8,End products,108.7,110.7,99.1
2024,January,EGW7-8,Finished goods,107.3,109.7,98.6
2024,January,EGW5-8,Industrial products,104.6,109.9,98.9
2024,January,EGW9,Other unallocated products,87.1,170.6,120.6
2024,January,EGW1-9,Total,105.2,111.6,99.9
2024,February,EGW1,Live animals,161,122.7,70.9
2024,February,EGW2,Food of animal origin,120.5,113.9,102.7
2024,February,EGW3,Food of vegetable origin,128.8,128,104.7
2024,February,EGW4,Tea, alcoholic beverages,e,e
2024,February,EGW1-4,Food,127.2,122.5,102.1
2024,February,EGW5,Raw materials,93.8,90,88.4
2024,February,EGW6,Semi-finished goods,89.8,113.2,100.9
2024,February,EGW7,Intermediate products,98.7,102.2,99.4
2024,February,EGW8,End products,112.6,117.9,103.2
2024,February,EGW7-8,Finished goods,110.7,115.8,102.8
2024,February,EGW5-8,Industrial products,107.3,115.4,102.1
2024,February,EGW9,Other unallocated products,114.4,150.6,112.5
2024,February,EGW1-9,Total,109.2,116.3,103
2024,March,EGW1,Live animals,157.6,133.7,76.3
2024,March,EGW2,Food of animal origin,126.1,118.6,101.6
2024,March,EGW3,Food of vegetable origin,129.7,126.1,102.9
2024,March,EGW4,Tea, alcoholic beverages,e,e
2024,March,EGW1-4,Food,129.4,123.5,100.8
2024,March,EGW5,Raw materials,106.4,95.7,87.2
2024,March,EGW6,Semi-finished goods,95.6,119.2,103
2024,March,EGW7,Intermediate products,99.8,100.9,98.3
2024,March,EGW8,End products,115.2,119.6,101.6
2024,March,EGW7-8,Finished goods,113,117.1,101.1
2024,March,EGW5-8,Industrial products,110.9,117,100.7
2024,March,EGW9,Other unallocated products,134.2,172.8,107.5
2024,March,EGW1-9,Total,113.4,118.2,101.7
2024,April,EGW1,Live animals,164.5,126.3,71.7
2024,April,EGW2,Food of animal origin,122.9,124.8,101.8
2024,April,EGW3,Food of vegetable origin,132.6,128.6,104.3
2024,April,EGW4,Tea, alcoholic beverages,e,e
2024,April,EGW1-4,Food,131.5,127.8,101.9
2024,April,EGW5,Raw materials,103.4,88.8,92
2024,April,EGW6,Semi-finished goods,104,130.2,106.8
2024,April,EGW7,Intermediate products,110.8,105.1,93.5
2024,April,EGW8,End products,115.4,122.7,103.7
2024,April,EGW7-8,Finished goods,114.8,120.4,102.4
2024,April,EGW5-8,Industrial products,112.8,120.7,101.8
2024,April,EGW9,Other unallocated products,150.5,188.2,108.1
2024,April,EGW1-9,Total,116,122.1,102.9
2024,May,EGW1,Live animals,166,120.1,76.2
2024,May,EGW2,Food of animal origin,120.9,123.9,101.4
2024,May,EGW3,Food of vegetable origin,126,124.9,102.5
2024,May,EGW4,Tea, alcoholic beverages,e,e
2024,May,EGW1-4,Food,126.5,125.3,100.1
2024,May,EGW5,Raw materials,94.7,85.4,85.4
2024,May,EGW6,Semi-finished goods,101.6,117.7,104.7
2024,May,EGW7,Intermediate products,96.3,102.1,105.1
2024,May,EGW8,End products,108.4,111,104.5
2024,May,EGW7-8,Finished goods,106.7,109.8,104.5
2024,May,EGW5-8,Industrial products,105.2,110.1,103.4
2024,May,EGW9,Other unallocated products,99.8,143,111.2
2024,May,EGW1-9,Total,106.6,111.5,104
2024,June,EGW1,Live animals,151.4,116,76.6
2024,June,EGW2,Food of animal origin,117.7,120.1,103
2024,June,EGW3,Food of vegetable origin,119.1,121.9,103.3
2024,June,EGW4,Tea, alcoholic beverages,e,e
2024,June,EGW1-4,Food,121.5,122,101.1
2024,June,EGW5,Raw materials,93.4,83.9,86.3
2024,June,EGW6,Semi-finished goods,101.2,112.9,104.9
2024,June,EGW7,Intermediate products,95.4,101.3,103
2024,June,EGW8,End products,110,114,101.9
2024,June,EGW7-8,Finished goods,107.9,112.3,102.1
2024,June,EGW5-8,Industrial products,106.1,112.1,101.5
2024,June,EGW9,Other unallocated products,106.5,141.5,109.2
2024,June,EGW1-9,Total,107.3,113.1,102.4
2024,July,EGW1,Live animals,156.7,124.1,83.8
2024,July,EGW2,Food of animal origin,124.3,127.6,103
2024,July,EGW3,Food of vegetable origin,128.9,136.1,104.6
2024,July,EGW4,Tea, alcoholic beverages,e,e
2024,July,EGW1-4,Food,130.2,134.3,102.2
2024,July,EGW5,Raw materials,96.4,89.5,80
2024,July,EGW6,Semi-finished goods,104.5,115,109.9
2024,July,EGW7,Intermediate products,118.8,102.4,87.6
2024,July,EGW8,End products,114.7,118.2,104.7
2024,July,EGW7-8,Finished goods,115.2,116.1,102.3
2024,July,EGW5-8,Industrial products,112.7,115.8,102.2
2024,July,EGW9,Other unallocated products,103.4,140.7,111.7
2024,July,EGW1-9,Total,113.7,117.2,103.1
2024,August,EGW1,Live animals,129.7,128.1,84.5
2024,August,EGW2,Food of animal origin,117.8,121.8,101.1
2024,August,EGW3,Food of vegetable origin,117.4,128,107.6
2024,August,EGW4,Tea, alcoholic beverages,e,e
2024,August,EGW1-4,Food,119,126.7,102.6
2024,August,EGW5,Raw materials,95.2,78.3,81.2
2024,August,EGW6,Semi-finished goods,98.1,105.5,105.6
2024,August,EGW7,Intermediate products,85.5,90.4,106.3
2024,August,EGW8,End products,103.9,105.4,103
2024,August,EGW7-8,Finished goods,101.3,103.4,103.4
2024,August,EGW5-8,Industrial products,100.5,103.3,102.6
2024,August,EGW9,Other unallocated products,115.5,185.9,114.5
2024,August,EGW1-9,Total,102.6,105.8,103.7
2024,September,EGW1,Live animals,130.9,124.9,84.1
2024,September,EGW2,Food of animal origin,121.6,120.9,104
2024,September,EGW3,Food of vegetable origin,121.8,133,105
2024,September,EGW4,Tea, alcoholic beverages,e,e
2024,September,EGW1-4,Food,124.5,130,102.5
2024,September,EGW5,Raw materials,81.6,85.6,87.9
2024,September,EGW6,Semi-finished goods,95.9,102.7,101.7
2024,September,EGW7,Intermediate products,99,96.5,100.4
2024,September,EGW8,End products,115.5,117.3,104.4
2024,September,EGW7-8,Finished goods,113.2,114.6,104
2024,September,EGW5-8,Industrial products,108.9,113.6,103.6
2024,September,EGW9,Other unallocated products,165.2,137.6,111.7
2024,September,EGW1-9,Total,112.6,114.9,105
2024,October,EGW1,Live animals,138,140.2,90
2024,October,EGW2,Food of animal origin,136.1,127.2,104.2
2024,October,EGW3,Food of vegetable origin,136.3,145.6,101.8
2024,October,EGW4,Tea, alcoholic beverages,e,e
2024,October,EGW1-4,Food,139.1,140,100.2
2024,October,EGW5,Raw materials,97,83.5,94.1
2024,October,EGW6,Semi-finished goods,103.5,113.4,105.7
2024,October,EGW7,Intermediate products,109.9,99.8,92.7
2024,October,EGW8,End products,124.7,119.4,102.1
2024,October,EGW7-8,Finished goods,122.6,116.8,100.9
2024,October,EGW5-8,Industrial products,118.7,116.3,100.9
2024,October,EGW9,Other unallocated products,96.2,112.7,114.5
2024,October,EGW1-9,Total,119.3,117.6,101.6
2024,November,EGW1,Live animals,124.1,136.5,101.2
2024,November,EGW2,Food of animal origin,135,120.3,101.8
2024,November,EGW3,Food of vegetable origin,133.6,140.5,103.7
2024,November,EGW4,Tea, alcoholic beverages,e,e
2024,November,EGW1-4,Food,138.1,134.5,100.8
2024,November,EGW5,Raw materials,93.3,83.3,82.4
2024,November,EGW6,Semi-finished goods,100.7,127.9,107.9
2024,November,EGW7,Intermediate products,94.9,95.5,104.3
2024,November,EGW8,End products,116.7,118.6,104.6
2024,November,EGW7-8,Finished goods,113.6,115.6,104.7
2024,November,EGW5-8,Industrial products,110.7,116,103.8
2024,November,EGW9,Other unallocated products,110,110.1,118.1
2024,November,EGW1-9,Total,112.9,117,104.5
2024,December,EGW1,Live animals,118.9,138.7,105.4
2024,December,EGW2,Food of animal origin,129.4,113.2,101.4
2024,December,EGW3,Food of vegetable origin,122.9,119.5,103.1
2024,December,EGW4,Tea, alcoholic beverages,e,e
2024,December,EGW1-4,Food,125.9,118.3,100.8
2024,December,EGW5,Raw materials,103.9,80.1,80.6
2024,December,EGW6,Semi-finished goods,87.7,101.9,103.1
2024,December,EGW7,Intermediate products,70.6,72.8,101.4
2024,December,EGW8,End products,97.4,99.4,105.1
2024,December,EGW7-8,Finished goods,93.6,95.9,104.7
2024,December,EGW5-8,Industrial products,93.9,96.1,103.4
2024,December,EGW9,Other unallocated products,117.2,168.1,110.5
2024,December,EGW1-9,Total,97.5,98.4,104
2025,January,EGW1,Live animals,135.8,140.5,106
2025,January,EGW2,Food of animal origin,135.9,121.5,102.1
2025,January,EGW3,Food of vegetable origin,143.7,138.4,103.7
2025,January,EGW4,Tea, alcoholic beverages,p,p
2025,January,EGW1-4,Food,140.1,132.7,101.9
2025,January,EGW5,Raw materials,117.6,90,78.4
2025,January,EGW6,Semi-finished goods,103.7,118.8,100.1
2025,January,EGW7,Intermediate products,102.8,104.7,100.2
2025,January,EGW8,End products,118.2,107.8,98.5
2025,January,EGW7-8,Finished goods,116,107.4,98.6
2025,January,EGW5-8,Industrial products,115.1,107.9,97.5
2025,January,EGW9,Other unallocated products,24,159.7,116.4
2025,January,EGW1-9,Total,113.1,110.1,97.3
2025,February,EGW1,Live animals,119,122.1,103.2
2025,February,EGW2,Food of animal origin,131.9,115,99.4
2025,February,EGW3,Food of vegetable origin,141.4,136.4,102.7
2025,February,EGW4,Tea, alcoholic beverages,p,p
2025,February,EGW1-4,Food,137.9,129.6,100.3
2025,February,EGW5,Raw materials,102.8,79.7,75.3
2025,February,EGW6,Semi-finished goods,108.7,120.4,100.3
2025,February,EGW7,Intermediate products,103.9,100.3,95.7
2025,February,EGW8,End products,117,114.2,104.1
2025,February,EGW7-8,Finished goods,115.2,112.4,103
2025,February,EGW5-8,Industrial products,113.5,112.6,101.4
2025,February,EGW9,Other unallocated products,30.5,165.8,101.9
2025,February,EGW1-9,Total,111.8,114.3,100.5
2025,March,EGW1,Live animals,125.6,131.8,96
2025,March,EGW2,Food of animal origin,143.9,125.9,99.3
2025,March,EGW3,Food of vegetable origin,150.4,143.3,104.2
2025,March,EGW4,Tea, alcoholic beverages,p,p
2025,March,EGW1-4,Food,148.6,138.6,100.6
2025,March,EGW5,Raw materials,103.1,79.5,88.2
2025,March,EGW6,Semi-finished goods,102.2,117,102.7
2025,March,EGW7,Intermediate products,108.3,105.1,99.3
2025,March,EGW8,End products,126,125.5,104.3
2025,March,EGW7-8,Finished goods,123.5,122.8,103.6
2025,March,EGW5-8,Industrial products,119.8,122,102.8
2025,March,EGW9,Other unallocated products,30.6,172.4,102
2025,March,EGW1-9,Total,118.2,123.7,101.7
2025,April,EGW1,Live animals,149.9,135,95.6
2025,April,EGW2,Food of animal origin,144.8,127.7,99.3
2025,April,EGW3,Food of vegetable origin,145.3,137.1,105.3
2025,April,EGW4,Tea, alcoholic beverages,p,p
2025,April,EGW1-4,Food,148.7,135.6,100.9
2025,April,EGW5,Raw materials,95.7,83.5,92.7
2025,April,EGW6,Semi-finished goods,110.1,108.7,98.2
2025,April,EGW7,Intermediate products,105.9,100.3,100.2
2025,April,EGW8,End products,121,116.7,103.7
2025,April,EGW7-8,Finished goods,118.9,114.6,103.3
2025,April,EGW5-8,Industrial products,116.1,113.9,102.8
2025,April,EGW9,Other unallocated products,54.2,170.3,107.5
