statistics_code,statistics_label,time_code,time_label,time,1_variable_code,1_variable_label,1_variable_attribute_code,1_variable_attribute_label,2_variable_code,2_variable_label,2_variable_attribute_code,2_variable_attribute_label,value,value_unit,value_variable_code,value_variable_label,value_q
81000,National accounts of the Federation,JAHR,Year,2009,DINSG,Germany,DG,Germany,WZ08G2,WZ2008: Industries in national accounts,WZ08-F,Construction,1520.7,h,STD008,Hours worked per employee (domestic concept),e
81000,National accounts of the Federation,JAHR,Year,2009,DINSG,Germany,DG,Germany,WZ08G2,WZ2008: Industries in national accounts,WZ08-F,Construction,51.836,EUR bn,VST020,Gross wages and salaries (domestic concept),e
81000,National accounts of the Federation,JAHR,Year,2009,DINSG,Germany,DG,Germany,WZ08G2,WZ2008: Industries in national accounts,WZ08-F,Construction,1827,1000,ERW061,Employees (domestic concept),e
81000,National accounts of the Federation,JAHR,Year,2009,DINSG,Germany,DG,Germany,WZ08G2,WZ2008: Industries in national accounts,WZ08-F,Construction,62.091,EUR bn,ETG005,Compensation of employees (domestic concept),e
81000,National accounts of the Federation,JAHR,Year,2009,DINSG,Germany,DG,Germany,WZ08G2,WZ2008: Industries in national accounts,WZ08-F,Construction,1658.1,h,STD007,Hours worked per person in empl. (dom. concept),e
81000,National accounts of the Federation,JAHR,Year,2009,DINSG,Germany,DG,Germany,WZ08G2,WZ2008: Industries in national accounts,WZ08-F,Construction,3830.1721,mn h,STD002,Hours worked by persons in empl.(domestic concept),e
81000,National accounts of the Federation,JAHR,Year,2009,DINSG,Germany,DG,Germany,WZ08G2,WZ2008: Industries in national accounts,WZ08-F,Construction,2778.3055,mn h,STD003,Hours worked by employees (domestic concept),e
81000,National accounts of the Federation,JAHR,Year,2009,DINSG,Germany,DG,Germany,WZ08G2,WZ2008: Industries in national accounts,WZ08-F,Construction,2310,1000,ERW063,Persons in employment (domestic concept),e
81000,National accounts of the Federation,JAHR,Year,2001,DINSG,Germany,DG,Germany,WZ08G2,WZ2008: Industries in national accounts,WZ08-M-02,Business services,1288.6,h,STD008,Hours worked per employee (domestic concept),e
81000,National accounts of the Federation,JAHR,Year,2001,DINSG,Germany,DG,Germany,WZ08G2,WZ2008: Industries in national accounts,WZ08-M-02,Business services,71.299,EUR bn,VST020,Gross wages and salaries (domestic concept),e
81000,National accounts of the Federation,JAHR,Year,2001,DINSG,Germany,DG,Germany,WZ08G2,WZ2008: Industries in national accounts,WZ08-M-02,Business services,3324,1000,ERW061,Employees (domestic concept),e
81000,National accounts of the Federation,JAHR,Year,2001,DINSG,Germany,DG,Germany,WZ08G2,WZ2008: Industries in national accounts,WZ08-M-02,Business services,86.714,EUR bn,ETG005,Compensation of employees (domestic concept),e
81000,National accounts of the Federation,JAHR,Year,2001,DINSG,Germany,DG,Germany,WZ08G2,WZ2008: Industries in national accounts,WZ08-M-02,Business services,1425.1,h,STD007,Hours worked per person in empl. (dom. concept),e
81000,National accounts of the Federation,JAHR,Year,2001,DINSG,Germany,DG,Germany,WZ08G2,WZ2008: Industries in national accounts,WZ08-M-02,Business services,5566.3998,mn h,STD002,Hours worked by persons in empl.(domestic concept),e
81000,National accounts of the Federation,JAHR,Year,2001,DINSG,Germany,DG,Germany,WZ08G2,WZ2008: Industries in national accounts,WZ08-M-02,Business services,4283.3134,mn h,STD003,Hours worked by employees (domestic concept),e
81000,National accounts of the Federation,JAHR,Year,2001,DINSG,Germany,DG,Germany,WZ08G2,WZ2008: Industries in national accounts,WZ08-M-02,Business services,3906,1000,ERW063,Persons in employment (domestic concept),e
81000,National accounts of the Federation,JAHR,Year,2023,DINSG,Germany,DG,Germany,WZ08G2,WZ2008: Industries in national accounts,WZ08-A,Agriculture, forestry and fishing,1320.5,h,STD008,Hours worked per employee (domestic concept)
81000,National accounts of the Federation,JAHR,Year,2023,DINSG,Germany,DG,Germany,WZ08G2,WZ2008: Industries in national accounts,WZ08-A,Agriculture, forestry and fishing,8.151,EUR bn,VST020,Gross wages and salaries (domestic concept)
81000,National accounts of the Federation,JAHR,Year,2023,DINSG,Germany,DG,Germany,WZ08G2,WZ2008: Industries in national accounts,WZ08-A,Agriculture, forestry and fishing,355,1000,ERW061,Employees (domestic concept)
81000,National accounts of the Federation,JAHR,Year,2023,DINSG,Germany,DG,Germany,WZ08G2,WZ2008: Industries in national accounts,WZ08-A,Agriculture, forestry and fishing,9.624,EUR bn,ETG005,Compensation of employees (domestic concept)
81000,National accounts of the Federation,JAHR,Year,2023,DINSG,Germany,DG,Germany,WZ08G2,WZ2008: Industries in national accounts,WZ08-A,Agriculture, forestry and fishing,1668.9,h,STD007,Hours worked per person in empl. (dom. concept)
81000,National accounts of the Federation,JAHR,Year,2023,DINSG,Germany,DG,Germany,WZ08G2,WZ2008: Industries in national accounts,WZ08-A,Agriculture, forestry and fishing,951.254,mn h,STD002,Hours worked by persons in empl.(domestic concept)
81000,National accounts of the Federation,JAHR,Year,2023,DINSG,Germany,DG,Germany,WZ08G2,WZ2008: Industries in national accounts,WZ08-A,Agriculture, forestry and fishing,468.7741,mn h,STD003,Hours worked by employees (domestic concept)
81000,National accounts of the Federation,JAHR,Year,2023,DINSG,Germany,DG,Germany,WZ08G2,WZ2008: Industries in national accounts,WZ08-A,Agriculture, forestry and fishing,570,1000,ERW063,Persons in employment (domestic concept)
81000,National accounts of the Federation,JAHR,Year,2014,DINSG,Germany,DG,Germany,WZ08G2,WZ2008: Industries in national accounts,WZ08-R-02,Other service providers,1038.2,h,STD008,Hours worked per employee (domestic concept),e
81000,National accounts of the Federation,JAHR,Year,2014,DINSG,Germany,DG,Germany,WZ08G2,WZ2008: Industries in national accounts,WZ08-R-02,Other service providers,48.731,EUR bn,VST020,Gross wages and salaries (domestic concept),e
81000,National accounts of the Federation,JAHR,Year,2014,DINSG,Germany,DG,Germany,WZ08G2,WZ2008: Industries in national accounts,WZ08-R-02,Other service providers,2482,1000,ERW061,Employees (domestic concept),e
81000,National accounts of the Federation,JAHR,Year,2014,DINSG,Germany,DG,Germany,WZ08G2,WZ2008: Industries in national accounts,WZ08-R-02,Other service providers,58.514,EUR bn,ETG005,Compensation of employees (domestic concept),e
81000,National accounts of the Federation,JAHR,Year,2014,DINSG,Germany,DG,Germany,WZ08G2,WZ2008: Industries in national accounts,WZ08-R-02,Other service providers,1135.5,h,STD007,Hours worked per person in empl. (dom. concept),e
81000,National accounts of the Federation,JAHR,Year,2014,DINSG,Germany,DG,Germany,WZ08G2,WZ2008: Industries in national accounts,WZ08-R-02,Other service providers,3360.0348,mn h,STD002,Hours worked by persons in empl.(domestic concept),e
81000,National accounts of the Federation,JAHR,Year,2014,DINSG,Germany,DG,Germany,WZ08G2,WZ2008: Industries in national accounts,WZ08-R-02,Other service providers,2576.7044,mn h,STD003,Hours worked by employees (domestic concept),e
81000,National accounts of the Federation,JAHR,Year,2014,DINSG,Germany,DG,Germany,WZ08G2,WZ2008: Industries in national accounts,WZ08-R-02,Other service providers,2959,1000,ERW063,Persons in employment (domestic concept),e
81000,National accounts of the Federation,JAHR,Year,2017,DINSG,Germany,DG,Germany,WZ08G2,WZ2008: Industries in national accounts,WZ08-G-04,Service activities,1290.3,h,STD008,Hours worked per employee (domestic concept),e
81000,National accounts of the Federation,JAHR,Year,2017,DINSG,Germany,DG,Germany,WZ08G2,WZ2008: Industries in national accounts,WZ08-G-04,Service activities,979.817,EUR bn,VST020,Gross wages and salaries (domestic concept),e
81000,National accounts of the Federation,JAHR,Year,2017,DINSG,Germany,DG,Germany,WZ08G2,WZ2008: Industries in national accounts,WZ08-G-04,Service activities,29733,1000,ERW061,Employees (domestic concept),e
81000,National accounts of the Federation,JAHR,Year,2017,DINSG,Germany,DG,Germany,WZ08G2,WZ2008: Industries in national accounts,WZ08-G-04,Service activities,1190.859,EUR bn,ETG005,Compensation of employees (domestic concept),e
81000,National accounts of the Federation,JAHR,Year,2017,DINSG,Germany,DG,Germany,WZ08G2,WZ2008: Industries in national accounts,WZ08-G-04,Service activities,1346.8,h,STD007,Hours worked per person in empl. (dom. concept),e
81000,National accounts of the Federation,JAHR,Year,2017,DINSG,Germany,DG,Germany,WZ08G2,WZ2008: Industries in national accounts,WZ08-G-04,Service activities,44463.0698,mn h,STD002,Hours worked by persons in empl.(domestic concept),e
81000,National accounts of the Federation,JAHR,Year,2017,DINSG,Germany,DG,Germany,WZ08G2,WZ2008: Industries in national accounts,WZ08-G-04,Service activities,38365.4948,mn h,STD003,Hours worked by employees (domestic concept),e
81000,National accounts of the Federation,JAHR,Year,2017,DINSG,Germany,DG,Germany,WZ08G2,WZ2008: Industries in national accounts,WZ08-G-04,Service activities,33015,1000,ERW063,Persons in employment (domestic concept),e
81000,National accounts of the Federation,JAHR,Year,1994,DINSG,Germany,DG,Germany,WZ08G2,WZ2008: Industries in national accounts,WZ08-J,Information and communication,1458.2,h,STD008,Hours worked per employee (domestic concept),e
81000,National accounts of the Federation,JAHR,Year,1994,DINSG,Germany,DG,Germany,WZ08G2,WZ2008: Industries in national accounts,WZ08-J,Information and communication,27.726,EUR bn,VST020,Gross wages and salaries (domestic concept),e
81000,National accounts of the Federation,JAHR,Year,1994,DINSG,Germany,DG,Germany,WZ08G2,WZ2008: Industries in national accounts,WZ08-J,Information and communication,900,1000,ERW061,Employees (domestic concept),e
81000,National accounts of the Federation,JAHR,Year,1994,DINSG,Germany,DG,Germany,WZ08G2,WZ2008: Industries in national accounts,WZ08-J,Information and communication,33.339,EUR bn,ETG005,Compensation of employees (domestic concept),e
81000,National accounts of the Federation,JAHR,Year,1994,DINSG,Germany,DG,Germany,WZ08G2,WZ2008: Industries in national accounts,WZ08-J,Information and communication,1499.3,h,STD007,Hours worked per person in empl. (dom. concept),e
81000,National accounts of the Federation,JAHR,Year,1994,DINSG,Germany,DG,Germany,WZ08G2,WZ2008: Industries in national accounts,WZ08-J,Information and communication,1433.3007,mn h,STD002,Hours worked by persons in empl.(domestic concept),e
81000,National accounts of the Federation,JAHR,Year,1994,DINSG,Germany,DG,Germany,WZ08G2,WZ2008: Industries in national accounts,WZ08-J,Information and communication,1312.3466,mn h,STD003,Hours worked by employees (domestic concept),e
81000,National accounts of the Federation,JAHR,Year,1994,DINSG,Germany,DG,Germany,WZ08G2,WZ2008: Industries in national accounts,WZ08-J,Information and communication,956,1000,ERW063,Persons in employment (domestic concept),e
81000,National accounts of the Federation,JAHR,Year,2011,DINSG,Germany,DG,Germany,WZ08G2,WZ2008: Industries in national accounts,WZ08-B-05,Industry,1476.1,h,STD008,Hours worked per employee (domestic concept),e
81000,National accounts of the Federation,JAHR,Year,2011,DINSG,Germany,DG,Germany,WZ08G2,WZ2008: Industries in national accounts,WZ08-B-05,Industry,364.662,EUR bn,VST020,Gross wages and salaries (domestic concept),e
81000,National accounts of the Federation,JAHR,Year,2011,DINSG,Germany,DG,Germany,WZ08G2,WZ2008: Industries in national accounts,WZ08-B-05,Industry,9437,1000,ERW061,Employees (domestic concept),e
81000,National accounts of the Federation,JAHR,Year,2011,DINSG,Germany,DG,Germany,WZ08G2,WZ2008: Industries in national accounts,WZ08-B-05,Industry,440.546,EUR bn,ETG005,Compensation of employees (domestic concept),e
81000,National accounts of the Federation,JAHR,Year,2011,DINSG,Germany,DG,Germany,WZ08G2,WZ2008: Industries in national accounts,WZ08-B-05,Industry,1529.4,h,STD007,Hours worked per person in empl. (dom. concept),e
81000,National accounts of the Federation,JAHR,Year,2011,DINSG,Germany,DG,Germany,WZ08G2,WZ2008: Industries in national accounts,WZ08-B-05,Industry,15642.6256,mn h,STD002,Hours worked by persons in empl.(domestic concept),e
81000,National accounts of the Federation,JAHR,Year,2011,DINSG,Germany,DG,Germany,WZ08G2,WZ2008: Industries in national accounts,WZ08-B-05,Industry,13930.2759,mn h,STD003,Hours worked by employees (domestic concept),e
81000,National accounts of the Federation,JAHR,Year,2011,DINSG,Germany,DG,Germany,WZ08G2,WZ2008: Industries in national accounts,WZ08-B-05,Industry,10228,1000,ERW063,Persons in employment (domestic concept),e
81000,National accounts of the Federation,JAHR,Year,2010,DINSG,Germany,DG,Germany,WZ08G2,WZ2008: Industries in national accounts,WZ08-G-04,Service activities,1311.5,h,STD008,Hours worked per employee (domestic concept),e
81000,National accounts of the Federation,JAHR,Year,2010,DINSG,Germany,DG,Germany,WZ08G2,WZ2008: Industries in national accounts,WZ08-G-04,Service activities,725.133,EUR bn,VST020,Gross wages and salaries (domestic concept),e
81000,National accounts of the Federation,JAHR,Year,2010,DINSG,Germany,DG,Germany,WZ08G2,WZ2008: Industries in national accounts,WZ08-G-04,Service activities,27018,1000,ERW061,Employees (domestic concept),e
81000,National accounts of the Federation,JAHR,Year,2010,DINSG,Germany,DG,Germany,WZ08G2,WZ2008: Industries in national accounts,WZ08-G-04,Service activities,891.107,EUR bn,ETG005,Compensation of employees (domestic concept),e
81000,National accounts of the Federation,JAHR,Year,2010,DINSG,Germany,DG,Germany,WZ08G2,WZ2008: Industries in national accounts,WZ08-G-04,Service activities,1385.7,h,STD007,Hours worked per person in empl. (dom. concept),e
81000,National accounts of the Federation,JAHR,Year,2010,DINSG,Germany,DG,Germany,WZ08G2,WZ2008: Industries in national accounts,WZ08-G-04,Service activities,42146.1871,mn h,STD002,Hours worked by persons in empl.(domestic concept),e
81000,National accounts of the Federation,JAHR,Year,2010,DINSG,Germany,DG,Germany,WZ08G2,WZ2008: Industries in national accounts,WZ08-G-04,Service activities,35434.8664,mn h,STD003,Hours worked by employees (domestic concept),e
81000,National accounts of the Federation,JAHR,Year,2010,DINSG,Germany,DG,Germany,WZ08G2,WZ2008: Industries in national accounts,WZ08-G-04,Service activities,30414,1000,ERW063,Persons in employment (domestic concept),e
81000,National accounts of the Federation,JAHR,Year,2018,DINSG,Germany,DG,Germany,WZ08G2,WZ2008: Industries in national accounts,WZ08-B-05,Industry,1446.1,h,STD008,Hours worked per employee (domestic concept),e
81000,National accounts of the Federation,JAHR,Year,2018,DINSG,Germany,DG,Germany,WZ08G2,WZ2008: Industries in national accounts,WZ08-B-05,Industry,466.793,EUR bn,VST020,Gross wages and salaries (domestic concept),e
81000,National accounts of the Federation,JAHR,Year,2018,DINSG,Germany,DG,Germany,WZ08G2,WZ2008: Industries in national accounts,WZ08-B-05,Industry,10099,1000,ERW061,Employees (domestic concept),e
81000,National accounts of the Federation,JAHR,Year,2018,DINSG,Germany,DG,Germany,WZ08G2,WZ2008: Industries in national accounts,WZ08-B-05,Industry,559.752,EUR bn,ETG005,Compensation of employees (domestic concept),e
81000,National accounts of the Federation,JAHR,Year,2018,DINSG,Germany,DG,Germany,WZ08G2,WZ2008: Industries in national accounts,WZ08-B-05,Industry,1488.5,h,STD007,Hours worked per person in empl. (dom. concept),e
81000,National accounts of the Federation,JAHR,Year,2018,DINSG,Germany,DG,Germany,WZ08G2,WZ2008: Industries in national accounts,WZ08-B-05,Industry,16149.029,mn h,STD002,Hours worked by persons in empl.(domestic concept),e
81000,National accounts of the Federation,JAHR,Year,2018,DINSG,Germany,DG,Germany,WZ08G2,WZ2008: Industries in national accounts,WZ08-B-05,Industry,14603.8638,mn h,STD003,Hours worked by employees (domestic concept),e
81000,National accounts of the Federation,JAHR,Year,2018,DINSG,Germany,DG,Germany,WZ08G2,WZ2008: Industries in national accounts,WZ08-B-05,Industry,10849,1000,ERW063,Persons in employment (domestic concept),e
81000,National accounts of the Federation,JAHR,Year,1994,DINSG,Germany,DG,Germany,WZ08G2,WZ2008: Industries in national accounts,WZ08-M-02,Business services,1370.2,h,STD008,Hours worked per employee (domestic concept),e
81000,National accounts of the Federation,JAHR,Year,1994,DINSG,Germany,DG,Germany,WZ08G2,WZ2008: Industries in national accounts,WZ08-M-02,Business services,42.988,EUR bn,VST020,Gross wages and salaries (domestic concept),e
81000,National accounts of the Federation,JAHR,Year,1994,DINSG,Germany,DG,Germany,WZ08G2,WZ2008: Industries in national accounts,WZ08-M-02,Business services,2079,1000,ERW061,Employees (domestic concept),e
81000,National accounts of the Federation,JAHR,Year,1994,DINSG,Germany,DG,Germany,WZ08G2,WZ2008: Industries in national accounts,WZ08-M-02,Business services,51.189,EUR bn,ETG005,Compensation of employees (domestic concept),e
81000,National accounts of the Federation,JAHR,Year,1994,DINSG,Germany,DG,Germany,WZ08G2,WZ2008: Industries in national accounts,WZ08-M-02,Business services,1536,h,STD007,Hours worked per person in empl. (dom. concept),e
81000,National accounts of the Federation,JAHR,Year,1994,DINSG,Germany,DG,Germany,WZ08G2,WZ2008: Industries in national accounts,WZ08-M-02,Business services,3927.6749,mn h,STD002,Hours worked by persons in empl.(domestic concept),e
81000,National accounts of the Federation,JAHR,Year,1994,DINSG,Germany,DG,Germany,WZ08G2,WZ2008: Industries in national accounts,WZ08-M-02,Business services,2848.6094,mn h,STD003,Hours worked by employees (domestic concept),e
81000,National accounts of the Federation,JAHR,Year,1994,DINSG,Germany,DG,Germany,WZ08G2,WZ2008: Industries in national accounts,WZ08-M-02,Business services,2557,1000,ERW063,Persons in employment (domestic concept),e
81000,National accounts of the Federation,JAHR,Year,2016,DINSG,Germany,DG,Germany,WZ08G2,WZ2008: Industries in national accounts,WZ08-L,Real estate activities,1161.2,h,STD008,Hours worked per employee (domestic concept),e
81000,National accounts of the Federation,JAHR,Year,2016,DINSG,Germany,DG,Germany,WZ08G2,WZ2008: Industries in national accounts,WZ08-L,Real estate activities,13.082,EUR bn,VST020,Gross wages and salaries (domestic concept),e
81000,National accounts of the Federation,JAHR,Year,2016,DINSG,Germany,DG,Germany,WZ08G2,WZ2008: Industries in national accounts,WZ08-L,Real estate activities,413,1000,ERW061,Employees (domestic concept),e
81000,National accounts of the Federation,JAHR,Year,2016,DINSG,Germany,DG,Germany,WZ08G2,WZ2008: Industries in national accounts,WZ08-L,Real estate activities,15.905,EUR bn,ETG005,Compensation of employees (domestic concept),e
81000,National accounts of the Federation,JAHR,Year,2016,DINSG,Germany,DG,Germany,WZ08G2,WZ2008: Industries in national accounts,WZ08-L,Real estate activities,1238.6,h,STD007,Hours worked per person in empl. (dom. concept),e
81000,National accounts of the Federation,JAHR,Year,2016,DINSG,Germany,DG,Germany,WZ08G2,WZ2008: Industries in national accounts,WZ08-L,Real estate activities,578.4234,mn h,STD002,Hours worked by persons in empl.(domestic concept),e
81000,National accounts of the Federation,JAHR,Year,2016,DINSG,Germany,DG,Germany,WZ08G2,WZ2008: Industries in national accounts,WZ08-L,Real estate activities,479.5731,mn h,STD003,Hours worked by employees (domestic concept),e
81000,National accounts of the Federation,JAHR,Year,2016,DINSG,Germany,DG,Germany,WZ08G2,WZ2008: Industries in national accounts,WZ08-L,Real estate activities,467,1000,ERW063,Persons in employment (domestic concept),e
81000,National accounts of the Federation,JAHR,Year,2019,DINSG,Germany,DG,Germany,WZ08G2,WZ2008: Industries in national accounts,WZ08-F,Construction,1468,h,STD008,Hours worked per employee (domestic concept),e
81000,National accounts of the Federation,JAHR,Year,2019,DINSG,Germany,DG,Germany,WZ08G2,WZ2008: Industries in national accounts,WZ08-F,Construction,73.277,EUR bn,VST020,Gross wages and salaries (domestic concept),e
81000,National accounts of the Federation,JAHR,Year,2019,DINSG,Germany,DG,Germany,WZ08G2,WZ2008: Industries in national accounts,WZ08-F,Construction,2081,1000,ERW061,Employees (domestic concept),e
81000,National accounts of the Federation,JAHR,Year,2019,DINSG,Germany,DG,Germany,WZ08G2,WZ2008: Industries in national accounts,WZ08-F,Construction,86.811,EUR bn,ETG005,Compensation of employees (domestic concept),e
81000,National accounts of the Federation,JAHR,Year,2019,DINSG,Germany,DG,Germany,WZ08G2,WZ2008: Industries in national accounts,WZ08-F,Construction,1578,h,STD007,Hours worked per person in empl. (dom. concept),e
81000,National accounts of the Federation,JAHR,Year,2019,DINSG,Germany,DG,Germany,WZ08G2,WZ2008: Industries in national accounts,WZ08-F,Construction,4038.1853,mn h,STD002,Hours worked by persons in empl.(domestic concept),e
81000,National accounts of the Federation,JAHR,Year,2019,DINSG,Germany,DG,Germany,WZ08G2,WZ2008: Industries in national accounts,WZ08-F,Construction,3054.8617,mn h,STD003,Hours worked by employees (domestic concept),e
81000,National accounts of the Federation,JAHR,Year,2019,DINSG,Germany,DG,Germany,WZ08G2,WZ2008: Industries in national accounts,WZ08-F,Construction,2559,1000,ERW063,Persons in employment (domestic concept),e
81000,National accounts of the Federation,JAHR,Year,1996,DINSG,Germany,DG,Germany,WZ08G2,WZ2008: Industries in national accounts,WZ08-A,Agriculture, forestry and fishing,1578.3,h,STD008,Hours worked per employee (domestic concept)
81000,National accounts of the Federation,JAHR,Year,1996,DINSG,Germany,DG,Germany,WZ08G2,WZ2008: Industries in national accounts,WZ08-A,Agriculture, forestry and fishing,5.555,EUR bn,VST020,Gross wages and salaries (domestic concept)
81000,National accounts of the Federation,JAHR,Year,1996,DINSG,Germany,DG,Germany,WZ08G2,WZ2008: Industries in national accounts,WZ08-A,Agriculture, forestry and fishing,324,1000,ERW061,Employees (domestic concept)
81000,National accounts of the Federation,JAHR,Year,1996,DINSG,Germany,DG,Germany,WZ08G2,WZ2008: Industries in national accounts,WZ08-A,Agriculture, forestry and fishing,6.732,EUR bn,ETG005,Compensation of employees (domestic concept)
81000,National accounts of the Federation,JAHR,Year,1996,DINSG,Germany,DG,Germany,WZ08G2,WZ2008: Industries in national accounts,WZ08-A,Agriculture, forestry and fishing,2139.7,h,STD007,Hours worked per person in empl. (dom. concept)
81000,National accounts of the Federation,JAHR,Year,1996,DINSG,Germany,DG,Germany,WZ08G2,WZ2008: Industries in national accounts,WZ08-A,Agriculture, forestry and fishing,1733.1569,mn h,STD002,Hours worked by persons in empl.(domestic concept)
81000,National accounts of the Federation,JAHR,Year,1996,DINSG,Germany,DG,Germany,WZ08G2,WZ2008: Industries in national accounts,WZ08-A,Agriculture, forestry and fishing,511.3662,mn h,STD003,Hours worked by employees (domestic concept)
81000,National accounts of the Federation,JAHR,Year,1996,DINSG,Germany,DG,Germany,WZ08G2,WZ2008: Industries in national accounts,WZ08-A,Agriculture, forestry and fishing,810,1000,ERW063,Persons in employment (domestic concept)
81000,National accounts of the Federation,JAHR,Year,2007,DINSG,Germany,DG,Germany,WZ08G2,WZ2008: Industries in national accounts,WZ08-B-18,Industry, except construction,1487.3,h,STD008,Hours worked per employee (domestic concept)
81000,National accounts of the Federation,JAHR,Year,2007,DINSG,Germany,DG,Germany,WZ08G2,WZ2008: Industries in national accounts,WZ08-B-18,Industry, except construction,284.412,EUR bn,VST020,Gross wages and salaries (domestic concept)
81000,National accounts of the Federation,JAHR,Year,2007,DINSG,Germany,DG,Germany,WZ08G2,WZ2008: Industries in national accounts,WZ08-B-18,Industry, except construction,7534,1000,ERW061,Employees (domestic concept)
81000,National accounts of the Federation,JAHR,Year,2007,DINSG,Germany,DG,Germany,WZ08G2,WZ2008: Industries in national accounts,WZ08-B-18,Industry, except construction,349.607,EUR bn,ETG005,Compensation of employees (domestic concept)
81000,National accounts of the Federation,JAHR,Year,2007,DINSG,Germany,DG,Germany,WZ08G2,WZ2008: Industries in national accounts,WZ08-B-18,Industry, except construction,1513.4,h,STD007,Hours worked per person in empl. (dom. concept)
81000,National accounts of the Federation,JAHR,Year,2007,DINSG,Germany,DG,Germany,WZ08G2,WZ2008: Industries in national accounts,WZ08-B-18,Industry, except construction,11866.7918,mn h,STD002,Hours worked by persons in empl.(domestic concept)
81000,National accounts of the Federation,JAHR,Year,2007,DINSG,Germany,DG,Germany,WZ08G2,WZ2008: Industries in national accounts,WZ08-B-18,Industry, except construction,11205.3936,mn h,STD003,Hours worked by employees (domestic concept)
81000,National accounts of the Federation,JAHR,Year,2007,DINSG,Germany,DG,Germany,WZ08G2,WZ2008: Industries in national accounts,WZ08-B-18,Industry, except construction,7841,1000,ERW063,Persons in employment (domestic concept)
81000,National accounts of the Federation,JAHR,Year,2020,DINSG,Germany,DG,Germany,WZ08G2,WZ2008: Industries in national accounts,WZ08-F,Construction,1444.4,h,STD008,Hours worked per employee (domestic concept),e
81000,National accounts of the Federation,JAHR,Year,2020,DINSG,Germany,DG,Germany,WZ08G2,WZ2008: Industries in national accounts,WZ08-F,Construction,76.517,EUR bn,VST020,Gross wages and salaries (domestic concept),e
81000,National accounts of the Federation,JAHR,Year,2020,DINSG,Germany,DG,Germany,WZ08G2,WZ2008: Industries in national accounts,WZ08-F,Construction,2125,1000,ERW061,Employees (domestic concept),e
81000,National accounts of the Federation,JAHR,Year,2020,DINSG,Germany,DG,Germany,WZ08G2,WZ2008: Industries in national accounts,WZ08-F,Construction,90.76,EUR bn,ETG005,Compensation of employees (domestic concept),e
81000,National accounts of the Federation,JAHR,Year,2020,DINSG,Germany,DG,Germany,WZ08G2,WZ2008: Industries in national accounts,WZ08-F,Construction,1534.5,h,STD007,Hours worked per person in empl. (dom. concept),e
81000,National accounts of the Federation,JAHR,Year,2020,DINSG,Germany,DG,Germany,WZ08G2,WZ2008: Industries in national accounts,WZ08-F,Construction,3979.0187,mn h,STD002,Hours worked by persons in empl.(domestic concept),e
81000,National accounts of the Federation,JAHR,Year,2020,DINSG,Germany,DG,Germany,WZ08G2,WZ2008: Industries in national accounts,WZ08-F,Construction,3069.3112,mn h,STD003,Hours worked by employees (domestic concept),e
81000,National accounts of the Federation,JAHR,Year,2020,DINSG,Germany,DG,Germany,WZ08G2,WZ2008: Industries in national accounts,WZ08-F,Construction,2593,1000,ERW063,Persons in employment (domestic concept),e
81000,National accounts of the Federation,JAHR,Year,2006,DINSG,Germany,DG,Germany,WZ08G2,WZ2008: Industries in national accounts,WZ08-O-03,Public services, education, health,1388.5,h,STD008
81000,National accounts of the Federation,JAHR,Year,2006,DINSG,Germany,DG,Germany,WZ08G2,WZ2008: Industries in national accounts,WZ08-O-03,Public services, education, health,228.347,EUR bn,VST020
81000,National accounts of the Federation,JAHR,Year,2006,DINSG,Germany,DG,Germany,WZ08G2,WZ2008: Industries in national accounts,WZ08-O-03,Public services, education, health,8797,1000,ERW061
81000,National accounts of the Federation,JAHR,Year,2006,DINSG,Germany,DG,Germany,WZ08G2,WZ2008: Industries in national accounts,WZ08-O-03,Public services, education, health,290.57,EUR bn,ETG005
81000,National accounts of the Federation,JAHR,Year,2006,DINSG,Germany,DG,Germany,WZ08G2,WZ2008: Industries in national accounts,WZ08-O-03,Public services, education, health,1410,h,STD007
81000,National accounts of the Federation,JAHR,Year,2006,DINSG,Germany,DG,Germany,WZ08G2,WZ2008: Industries in national accounts,WZ08-O-03,Public services, education, health,13195.7607,mn h,STD002
81000,National accounts of the Federation,JAHR,Year,2006,DINSG,Germany,DG,Germany,WZ08G2,WZ2008: Industries in national accounts,WZ08-O-03,Public services, education, health,12214.5221,mn h,STD003
81000,National accounts of the Federation,JAHR,Year,2006,DINSG,Germany,DG,Germany,WZ08G2,WZ2008: Industries in national accounts,WZ08-O-03,Public services, education, health,9359,1000,ERW063
81000,National accounts of the Federation,JAHR,Year,2007,DINSG,Germany,DG,Germany,WZ08G2,WZ2008: Industries in national accounts,WZ08-G-01,Trade, transportation, accom. and food service,1330.1,h,STD008
81000,National accounts of the Federation,JAHR,Year,2007,DINSG,Germany,DG,Germany,WZ08G2,WZ2008: Industries in national accounts,WZ08-G-01,Trade, transportation, accom. and food service,186.63,EUR bn,VST020
81000,National accounts of the Federation,JAHR,Year,2007,DINSG,Germany,DG,Germany,WZ08G2,WZ2008: Industries in national accounts,WZ08-G-01,Trade, transportation, accom. and food service,8203,1000,ERW061
81000,National accounts of the Federation,JAHR,Year,2007,DINSG,Germany,DG,Germany,WZ08G2,WZ2008: Industries in national accounts,WZ08-G-01,Trade, transportation, accom. and food service,222.798,EUR bn,ETG005
