statistics_code,statistics_label,time_code,time_label,time,1_variable_code,1_variable_label,1_variable_attribute_code,1_variable_attribute_label,2_variable_code,2_variable_label,2_variable_attribute_code,2_variable_attribute_label,value,value_unit,value_variable_code,value_variable_label,value_q
81000,National accounts of the Federation,JAHR,Year,2016,DINSG,Germany,DG,Germany,WZ08G2,WZ2008: Industries in national accounts,WZ08-F,Construction,3949.0145,mn h,STD002,Hours worked by persons in empl.(domestic concept),e
81000,National accounts of the Federation,JAHR,Year,2016,DINSG,Germany,DG,Germany,WZ08G2,WZ2008: Industries in national accounts,WZ08-F,Construction,2911.276,mn h,STD003,Hours worked by employees (domestic concept),e
81000,National accounts of the Federation,JAHR,Year,2016,DINSG,Germany,DG,Germany,WZ08G2,WZ2008: Industries in national accounts,WZ08-F,Construction,2449,1000,ERW063,Persons in employment (domestic concept),e
81000,National accounts of the Federation,JAHR,Year,2023,DINSG,Germany,DG,Germany,WZ08G2,WZ2008: Industries in national accounts,WZ08-M-02,Business services,1279.6,h,STD008,Hours worked per employee (domestic concept),p
81000,National accounts of the Federation,JAHR,Year,2023,DINSG,Germany,DG,Germany,WZ08G2,WZ2008: Industries in national accounts,WZ08-M-02,Business services,250.974,EUR bn,VST020,Gross wages and salaries (domestic concept),p
81000,National accounts of the Federation,JAHR,Year,2023,DINSG,Germany,DG,Germany,WZ08G2,WZ2008: Industries in national accounts,WZ08-M-02,Business services,5515,1000,ERW061,Employees (domestic concept),p
81000,National accounts of the Federation,JAHR,Year,2023,DINSG,Germany,DG,Germany,WZ08G2,WZ2008: Industries in national accounts,WZ08-M-02,Business services,299.117,EUR bn,ETG005,Compensation of employees (domestic concept),p
81000,National accounts of the Federation,JAHR,Year,2023,DINSG,Germany,DG,Germany,WZ08G2,WZ2008: Industries in national accounts,WZ08-M-02,Business services,1334.5,h,STD007,Hours worked per person in empl. (dom. concept),p
81000,National accounts of the Federation,JAHR,Year,2023,DINSG,Germany,DG,Germany,WZ08G2,WZ2008: Industries in national accounts,WZ08-M-02,Business services,8363.4607,mn h,STD002,Hours worked by persons in empl.(domestic concept),p
81000,National accounts of the Federation,JAHR,Year,2023,DINSG,Germany,DG,Germany,WZ08G2,WZ2008: Industries in national accounts,WZ08-M-02,Business services,7056.8922,mn h,STD003,Hours worked by employees (domestic concept),p
81000,National accounts of the Federation,JAHR,Year,2023,DINSG,Germany,DG,Germany,WZ08G2,WZ2008: Industries in national accounts,WZ08-M-02,Business services,6267,1000,ERW063,Persons in employment (domestic concept),p
81000,National accounts of the Federation,JAHR,Year,1996,DINSG,Germany,DG,Germany,WZ08G2,WZ2008: Industries in national accounts,WZ08-L,Real estate activities,1378.4,h,STD008,Hours worked per employee (domestic concept),e
81000,National accounts of the Federation,JAHR,Year,1996,DINSG,Germany,DG,Germany,WZ08G2,WZ2008: Industries in national accounts,WZ08-L,Real estate activities,7.385,EUR bn,VST020,Gross wages and salaries (domestic concept),e
81000,National accounts of the Federation,JAHR,Year,1996,DINSG,Germany,DG,Germany,WZ08G2,WZ2008: Industries in national accounts,WZ08-L,Real estate activities,304,1000,ERW061,Employees (domestic concept),e
81000,National accounts of the Federation,JAHR,Year,1996,DINSG,Germany,DG,Germany,WZ08G2,WZ2008: Industries in national accounts,WZ08-L,Real estate activities,8.809,EUR bn,ETG005,Compensation of employees (domestic concept),e
81000,National accounts of the Federation,JAHR,Year,1996,DINSG,Germany,DG,Germany,WZ08G2,WZ2008: Industries in national accounts,WZ08-L,Real estate activities,1510.5,h,STD007,Hours worked per person in empl. (dom. concept),e
81000,National accounts of the Federation,JAHR,Year,1996,DINSG,Germany,DG,Germany,WZ08G2,WZ2008: Industries in national accounts,WZ08-L,Real estate activities,545.2986,mn h,STD002,Hours worked by persons in empl.(domestic concept),e
81000,National accounts of the Federation,JAHR,Year,1996,DINSG,Germany,DG,Germany,WZ08G2,WZ2008: Industries in national accounts,WZ08-L,Real estate activities,419.0199,mn h,STD003,Hours worked by employees (domestic concept),e
81000,National accounts of the Federation,JAHR,Year,1996,DINSG,Germany,DG,Germany,WZ08G2,WZ2008: Industries in national accounts,WZ08-L,Real estate activities,361,1000,ERW063,Persons in employment (domestic concept),e
81000,National accounts of the Federation,JAHR,Year,2014,DINSG,Germany,DG,Germany,WZ08G2,WZ2008: Industries in national accounts,WZ08-G-01,Trade, transportation, accom. and food service,1272.1,h,STD008
81000,National accounts of the Federation,JAHR,Year,2014,DINSG,Germany,DG,Germany,WZ08G2,WZ2008: Industries in national accounts,WZ08-G-01,Trade, transportation, accom. and food service,231.024,EUR bn,VST020
81000,National accounts of the Federation,JAHR,Year,2014,DINSG,Germany,DG,Germany,WZ08G2,WZ2008: Industries in national accounts,WZ08-G-01,Trade, transportation, accom. and food service,8771,1000,ERW061
81000,National accounts of the Federation,JAHR,Year,2014,DINSG,Germany,DG,Germany,WZ08G2,WZ2008: Industries in national accounts,WZ08-G-01,Trade, transportation, accom. and food service,272.42,EUR bn,ETG005
81000,National accounts of the Federation,JAHR,Year,2014,DINSG,Germany,DG,Germany,WZ08G2,WZ2008: Industries in national accounts,WZ08-G-01,Trade, transportation, accom. and food service,1363.7,h,STD007
81000,National accounts of the Federation,JAHR,Year,2014,DINSG,Germany,DG,Germany,WZ08G2,WZ2008: Industries in national accounts,WZ08-G-01,Trade, transportation, accom. and food service,13342.6268,mn h,STD002
81000,National accounts of the Federation,JAHR,Year,2014,DINSG,Germany,DG,Germany,WZ08G2,WZ2008: Industries in national accounts,WZ08-G-01,Trade, transportation, accom. and food service,11157.3674,mn h,STD003
81000,National accounts of the Federation,JAHR,Year,2014,DINSG,Germany,DG,Germany,WZ08G2,WZ2008: Industries in national accounts,WZ08-G-01,Trade, transportation, accom. and food service,9784,1000,ERW063
81000,National accounts of the Federation,JAHR,Year,2024,DINSG,Germany,DG,Germany,WZ08G2,WZ2008: Industries in national accounts,WZ08-J,Information and communication,1435.4,h,STD008,Hours worked per employee (domestic concept),p
81000,National accounts of the Federation,JAHR,Year,2024,DINSG,Germany,DG,Germany,WZ08G2,WZ2008: Industries in national accounts,WZ08-J,Information and communication,109.651,EUR bn,VST020,Gross wages and salaries (domestic concept),p
81000,National accounts of the Federation,JAHR,Year,2024,DINSG,Germany,DG,Germany,WZ08G2,WZ2008: Industries in national accounts,WZ08-J,Information and communication,1450,1000,ERW061,Employees (domestic concept),p
81000,National accounts of the Federation,JAHR,Year,2024,DINSG,Germany,DG,Germany,WZ08G2,WZ2008: Industries in national accounts,WZ08-J,Information and communication,129.172,EUR bn,ETG005,Compensation of employees (domestic concept),p
81000,National accounts of the Federation,JAHR,Year,2024,DINSG,Germany,DG,Germany,WZ08G2,WZ2008: Industries in national accounts,WZ08-J,Information and communication,1458.6,h,STD007,Hours worked per person in empl. (dom. concept),p
81000,National accounts of the Federation,JAHR,Year,2024,DINSG,Germany,DG,Germany,WZ08G2,WZ2008: Industries in national accounts,WZ08-J,Information and communication,2291.4084,mn h,STD002,Hours worked by persons in empl.(domestic concept),p
81000,National accounts of the Federation,JAHR,Year,2024,DINSG,Germany,DG,Germany,WZ08G2,WZ2008: Industries in national accounts,WZ08-J,Information and communication,2081.2908,mn h,STD003,Hours worked by employees (domestic concept),p
81000,National accounts of the Federation,JAHR,Year,2024,DINSG,Germany,DG,Germany,WZ08G2,WZ2008: Industries in national accounts,WZ08-J,Information and communication,1571,1000,ERW063,Persons in employment (domestic concept),p
81000,National accounts of the Federation,JAHR,Year,1994,DINSG,Germany,DG,Germany,WZ08G2,WZ2008: Industries in national accounts,WZ08-K,Financial and insurance activities,1540.3,h,STD008,Hours worked per employee (domestic concept),e
81000,National accounts of the Federation,JAHR,Year,1994,DINSG,Germany,DG,Germany,WZ08G2,WZ2008: Industries in national accounts,WZ08-K,Financial and insurance activities,41.543,EUR bn,VST020,Gross wages and salaries (domestic concept),e
81000,National accounts of the Federation,JAHR,Year,1994,DINSG,Germany,DG,Germany,WZ08G2,WZ2008: Industries in national accounts,WZ08-K,Financial and insurance activities,1159,1000,ERW061,Employees (domestic concept),e
81000,National accounts of the Federation,JAHR,Year,1994,DINSG,Germany,DG,Germany,WZ08G2,WZ2008: Industries in national accounts,WZ08-K,Financial and insurance activities,51.752,EUR bn,ETG005,Compensation of employees (domestic concept),e
81000,National accounts of the Federation,JAHR,Year,1994,DINSG,Germany,DG,Germany,WZ08G2,WZ2008: Industries in national accounts,WZ08-K,Financial and insurance activities,1614,h,STD007,Hours worked per person in empl. (dom. concept),e
81000,National accounts of the Federation,JAHR,Year,1994,DINSG,Germany,DG,Germany,WZ08G2,WZ2008: Industries in national accounts,WZ08-K,Financial and insurance activities,2059.501,mn h,STD002,Hours worked by persons in empl.(domestic concept),e
81000,National accounts of the Federation,JAHR,Year,1994,DINSG,Germany,DG,Germany,WZ08G2,WZ2008: Industries in national accounts,WZ08-K,Financial and insurance activities,1785.2521,mn h,STD003,Hours worked by employees (domestic concept),e
81000,National accounts of the Federation,JAHR,Year,1994,DINSG,Germany,DG,Germany,WZ08G2,WZ2008: Industries in national accounts,WZ08-K,Financial and insurance activities,1276,1000,ERW063,Persons in employment (domestic concept),e
81000,National accounts of the Federation,JAHR,Year,1995,DINSG,Germany,DG,Germany,WZ08G2,WZ2008: Industries in national accounts,WZ08-C,Manufacturing,1496,h,STD008,Hours worked per employee (domestic concept),e
81000,National accounts of the Federation,JAHR,Year,1995,DINSG,Germany,DG,Germany,WZ08G2,WZ2008: Industries in national accounts,WZ08-C,Manufacturing,222.631,EUR bn,VST020,Gross wages and salaries (domestic concept),e
81000,National accounts of the Federation,JAHR,Year,1995,DINSG,Germany,DG,Germany,WZ08G2,WZ2008: Industries in national accounts,WZ08-C,Manufacturing,7717,1000,ERW061,Employees (domestic concept),e
81000,National accounts of the Federation,JAHR,Year,1995,DINSG,Germany,DG,Germany,WZ08G2,WZ2008: Industries in national accounts,WZ08-C,Manufacturing,271.855,EUR bn,ETG005,Compensation of employees (domestic concept),e
81000,National accounts of the Federation,JAHR,Year,1995,DINSG,Germany,DG,Germany,WZ08G2,WZ2008: Industries in national accounts,WZ08-C,Manufacturing,1525.5,h,STD007,Hours worked per person in empl. (dom. concept),e
81000,National accounts of the Federation,JAHR,Year,1995,DINSG,Germany,DG,Germany,WZ08G2,WZ2008: Industries in national accounts,WZ08-C,Manufacturing,12259.2284,mn h,STD002,Hours worked by persons in empl.(domestic concept),e
81000,National accounts of the Federation,JAHR,Year,1995,DINSG,Germany,DG,Germany,WZ08G2,WZ2008: Industries in national accounts,WZ08-C,Manufacturing,11544.4572,mn h,STD003,Hours worked by employees (domestic concept),e
81000,National accounts of the Federation,JAHR,Year,1995,DINSG,Germany,DG,Germany,WZ08G2,WZ2008: Industries in national accounts,WZ08-C,Manufacturing,8036,1000,ERW063,Persons in employment (domestic concept),e
81000,National accounts of the Federation,JAHR,Year,2021,DINSG,Germany,DG,Germany,WZ08G2,WZ2008: Industries in national accounts,WZ08-A,Agriculture, forestry and fishing,1330.7,h,STD008,Hours worked per employee (domestic concept)
81000,National accounts of the Federation,JAHR,Year,2021,DINSG,Germany,DG,Germany,WZ08G2,WZ2008: Industries in national accounts,WZ08-A,Agriculture, forestry and fishing,7.346,EUR bn,VST020,Gross wages and salaries (domestic concept)
81000,National accounts of the Federation,JAHR,Year,2021,DINSG,Germany,DG,Germany,WZ08G2,WZ2008: Industries in national accounts,WZ08-A,Agriculture, forestry and fishing,358,1000,ERW061,Employees (domestic concept)
81000,National accounts of the Federation,JAHR,Year,2021,DINSG,Germany,DG,Germany,WZ08G2,WZ2008: Industries in national accounts,WZ08-A,Agriculture, forestry and fishing,8.669,EUR bn,ETG005,Compensation of employees (domestic concept)
81000,National accounts of the Federation,JAHR,Year,2021,DINSG,Germany,DG,Germany,WZ08G2,WZ2008: Industries in national accounts,WZ08-A,Agriculture, forestry and fishing,1692.8,h,STD007,Hours worked per person in empl. (dom. concept)
81000,National accounts of the Federation,JAHR,Year,2021,DINSG,Germany,DG,Germany,WZ08G2,WZ2008: Industries in national accounts,WZ08-A,Agriculture, forestry and fishing,980.1112,mn h,STD002,Hours worked by persons in empl.(domestic concept)
81000,National accounts of the Federation,JAHR,Year,2021,DINSG,Germany,DG,Germany,WZ08G2,WZ2008: Industries in national accounts,WZ08-A,Agriculture, forestry and fishing,476.3979,mn h,STD003,Hours worked by employees (domestic concept)
81000,National accounts of the Federation,JAHR,Year,2021,DINSG,Germany,DG,Germany,WZ08G2,WZ2008: Industries in national accounts,WZ08-A,Agriculture, forestry and fishing,579,1000,ERW063,Persons in employment (domestic concept)
81000,National accounts of the Federation,JAHR,Year,2004,DINSG,Germany,DG,Germany,WZ08G2,WZ2008: Industries in national accounts,WZ08-A,Agriculture, forestry and fishing,1416.4,h,STD008,Hours worked per employee (domestic concept)
81000,National accounts of the Federation,JAHR,Year,2004,DINSG,Germany,DG,Germany,WZ08G2,WZ2008: Industries in national accounts,WZ08-A,Agriculture, forestry and fishing,5.026,EUR bn,VST020,Gross wages and salaries (domestic concept)
81000,National accounts of the Federation,JAHR,Year,2004,DINSG,Germany,DG,Germany,WZ08G2,WZ2008: Industries in national accounts,WZ08-A,Agriculture, forestry and fishing,316,1000,ERW061,Employees (domestic concept)
81000,National accounts of the Federation,JAHR,Year,2004,DINSG,Germany,DG,Germany,WZ08G2,WZ2008: Industries in national accounts,WZ08-A,Agriculture, forestry and fishing,6.101,EUR bn,ETG005,Compensation of employees (domestic concept)
81000,National accounts of the Federation,JAHR,Year,2004,DINSG,Germany,DG,Germany,WZ08G2,WZ2008: Industries in national accounts,WZ08-A,Agriculture, forestry and fishing,1931.5,h,STD007,Hours worked per person in empl. (dom. concept)
81000,National accounts of the Federation,JAHR,Year,2004,DINSG,Germany,DG,Germany,WZ08G2,WZ2008: Industries in national accounts,WZ08-A,Agriculture, forestry and fishing,1357.8408,mn h,STD002,Hours worked by persons in empl.(domestic concept)
81000,National accounts of the Federation,JAHR,Year,2004,DINSG,Germany,DG,Germany,WZ08G2,WZ2008: Industries in national accounts,WZ08-A,Agriculture, forestry and fishing,447.5874,mn h,STD003,Hours worked by employees (domestic concept)
81000,National accounts of the Federation,JAHR,Year,2004,DINSG,Germany,DG,Germany,WZ08G2,WZ2008: Industries in national accounts,WZ08-A,Agriculture, forestry and fishing,703,1000,ERW063,Persons in employment (domestic concept)
81000,National accounts of the Federation,JAHR,Year,1997,DINSG,Germany,DG,Germany,WZ08G2,WZ2008: Industries in national accounts,WZ08-G-04,Service activities,1375.3,h,STD008,Hours worked per employee (domestic concept),e
81000,National accounts of the Federation,JAHR,Year,1997,DINSG,Germany,DG,Germany,WZ08G2,WZ2008: Industries in national accounts,WZ08-G-04,Service activities,524.213,EUR bn,VST020,Gross wages and salaries (domestic concept),e
81000,National accounts of the Federation,JAHR,Year,1997,DINSG,Germany,DG,Germany,WZ08G2,WZ2008: Industries in national accounts,WZ08-G-04,Service activities,22974,1000,ERW061,Employees (domestic concept),e
81000,National accounts of the Federation,JAHR,Year,1997,DINSG,Germany,DG,Germany,WZ08G2,WZ2008: Industries in national accounts,WZ08-G-04,Service activities,648.113,EUR bn,ETG005,Compensation of employees (domestic concept),e
81000,National accounts of the Federation,JAHR,Year,1997,DINSG,Germany,DG,Germany,WZ08G2,WZ2008: Industries in national accounts,WZ08-G-04,Service activities,1467.3,h,STD007,Hours worked per person in empl. (dom. concept),e
81000,National accounts of the Federation,JAHR,Year,1997,DINSG,Germany,DG,Germany,WZ08G2,WZ2008: Industries in national accounts,WZ08-G-04,Service activities,37745.1506,mn h,STD002,Hours worked by persons in empl.(domestic concept),e
81000,National accounts of the Federation,JAHR,Year,1997,DINSG,Germany,DG,Germany,WZ08G2,WZ2008: Industries in national accounts,WZ08-G-04,Service activities,31596.1709,mn h,STD003,Hours worked by employees (domestic concept),e
81000,National accounts of the Federation,JAHR,Year,1997,DINSG,Germany,DG,Germany,WZ08G2,WZ2008: Industries in national accounts,WZ08-G-04,Service activities,25725,1000,ERW063,Persons in employment (domestic concept),e
81000,National accounts of the Federation,JAHR,Year,2008,DINSG,Germany,DG,Germany,WZ08G2,WZ2008: Industries in national accounts,WZ08-M-02,Business services,1318.2,h,STD008,Hours worked per employee (domestic concept),e
81000,National accounts of the Federation,JAHR,Year,2008,DINSG,Germany,DG,Germany,WZ08G2,WZ2008: Industries in national accounts,WZ08-M-02,Business services,103.193,EUR bn,VST020,Gross wages and salaries (domestic concept),e
81000,National accounts of the Federation,JAHR,Year,2008,DINSG,Germany,DG,Germany,WZ08G2,WZ2008: Industries in national accounts,WZ08-M-02,Business services,4226,1000,ERW061,Employees (domestic concept),e
81000,National accounts of the Federation,JAHR,Year,2008,DINSG,Germany,DG,Germany,WZ08G2,WZ2008: Industries in national accounts,WZ08-M-02,Business services,125.533,EUR bn,ETG005,Compensation of employees (domestic concept),e
81000,National accounts of the Federation,JAHR,Year,2008,DINSG,Germany,DG,Germany,WZ08G2,WZ2008: Industries in national accounts,WZ08-M-02,Business services,1428.9,h,STD007,Hours worked per person in empl. (dom. concept),e
81000,National accounts of the Federation,JAHR,Year,2008,DINSG,Germany,DG,Germany,WZ08G2,WZ2008: Industries in national accounts,WZ08-M-02,Business services,7185.7703,mn h,STD002,Hours worked by persons in empl.(domestic concept),e
81000,National accounts of the Federation,JAHR,Year,2008,DINSG,Germany,DG,Germany,WZ08G2,WZ2008: Industries in national accounts,WZ08-M-02,Business services,5570.6895,mn h,STD003,Hours worked by employees (domestic concept),e
81000,National accounts of the Federation,JAHR,Year,2008,DINSG,Germany,DG,Germany,WZ08G2,WZ2008: Industries in national accounts,WZ08-M-02,Business services,5029,1000,ERW063,Persons in employment (domestic concept),e
81000,National accounts of the Federation,JAHR,Year,2025,DINSG,Germany,DG,Germany,WZ08G2,WZ2008: Industries in national accounts,WZ08-G-01,Trade, transportation, accom. and food service,1256.5,h,STD008
81000,National accounts of the Federation,JAHR,Year,2025,DINSG,Germany,DG,Germany,WZ08G2,WZ2008: Industries in national accounts,WZ08-G-01,Trade, transportation, accom. and food service,356.461,EUR bn,VST020
81000,National accounts of the Federation,JAHR,Year,2025,DINSG,Germany,DG,Germany,WZ08G2,WZ2008: Industries in national accounts,WZ08-G-01,Trade, transportation, accom. and food service,9327,1000,ERW061
81000,National accounts of the Federation,JAHR,Year,2025,DINSG,Germany,DG,Germany,WZ08G2,WZ2008: Industries in national accounts,WZ08-G-01,Trade, transportation, accom. and food service,422.951,EUR bn,ETG005
81000,National accounts of the Federation,JAHR,Year,2025,DINSG,Germany,DG,Germany,WZ08G2,WZ2008: Industries in national accounts,WZ08-G-01,Trade, transportation, accom. and food service,1300.8,h,STD007
81000,National accounts of the Federation,JAHR,Year,2025,DINSG,Germany,DG,Germany,WZ08G2,WZ2008: Industries in national accounts,WZ08-G-01,Trade, transportation, accom. and food service,13080.8211,mn h,STD002
81000,National accounts of the Federation,JAHR,Year,2025,DINSG,Germany,DG,Germany,WZ08G2,WZ2008: Industries in national accounts,WZ08-G-01,Trade, transportation, accom. and food service,11719.2779,mn h,STD003
81000,National accounts of the Federation,JAHR,Year,2025,DINSG,Germany,DG,Germany,WZ08G2,WZ2008: Industries in national accounts,WZ08-G-01,Trade, transportation, accom. and food service,10056,1000,ERW063
81000,National accounts of the Federation,JAHR,Year,2009,DINSG,Germany,DG,Germany,WZ08G2,WZ2008: Industries in national accounts,WZ08-K,Financial and insurance activities,1416.5,h,STD008,Hours worked per employee (domestic concept),e
81000,National accounts of the Federation,JAHR,Year,2009,DINSG,Germany,DG,Germany,WZ08G2,WZ2008: Industries in national accounts,WZ08-K,Financial and insurance activities,52.824,EUR bn,VST020,Gross wages and salaries (domestic concept),e
81000,National accounts of the Federation,JAHR,Year,2009,DINSG,Germany,DG,Germany,WZ08G2,WZ2008: Industries in national accounts,WZ08-K,Financial and insurance activities,1071,1000,ERW061,Employees (domestic concept),e
81000,National accounts of the Federation,JAHR,Year,2009,DINSG,Germany,DG,Germany,WZ08G2,WZ2008: Industries in national accounts,WZ08-K,Financial and insurance activities,65.878,EUR bn,ETG005,Compensation of employees (domestic concept),e
81000,National accounts of the Federation,JAHR,Year,2009,DINSG,Germany,DG,Germany,WZ08G2,WZ2008: Industries in national accounts,WZ08-K,Financial and insurance activities,1510.6,h,STD007,Hours worked per person in empl. (dom. concept),e
81000,National accounts of the Federation,JAHR,Year,2009,DINSG,Germany,DG,Germany,WZ08G2,WZ2008: Industries in national accounts,WZ08-K,Financial and insurance activities,1852.0115,mn h,STD002,Hours worked by persons in empl.(domestic concept),e
81000,National accounts of the Federation,JAHR,Year,2009,DINSG,Germany,DG,Germany,WZ08G2,WZ2008: Industries in national accounts,WZ08-K,Financial and insurance activities,1517.0279,mn h,STD003,Hours worked by employees (domestic concept),e
81000,National accounts of the Federation,JAHR,Year,2009,DINSG,Germany,DG,Germany,WZ08G2,WZ2008: Industries in national accounts,WZ08-K,Financial and insurance activities,1226,1000,ERW063,Persons in employment (domestic concept),e
81000,National accounts of the Federation,JAHR,Year,1994,DINSG,Germany,DG,Germany,WZ08G2,WZ2008: Industries in national accounts,,Total,1450.8,h,STD008,Hours worked per employee (domestic concept),e
81000,National accounts of the Federation,JAHR,Year,1994,DINSG,Germany,DG,Germany,WZ08G2,WZ2008: Industries in national accounts,,Total,806.695,EUR bn,VST020,Gross wages and salaries (domestic concept),e
81000,National accounts of the Federation,JAHR,Year,1994,DINSG,Germany,DG,Germany,WZ08G2,WZ2008: Industries in national accounts,,Total,34135,1000,ERW061,Employees (domestic concept),e
81000,National accounts of the Federation,JAHR,Year,1994,DINSG,Germany,DG,Germany,WZ08G2,WZ2008: Industries in national accounts,,Total,986.556,EUR bn,ETG005,Compensation of employees (domestic concept),e
81000,National accounts of the Federation,JAHR,Year,1994,DINSG,Germany,DG,Germany,WZ08G2,WZ2008: Industries in national accounts,,Total,1534.3,h,STD007,Hours worked per person in empl. (dom. concept),e
81000,National accounts of the Federation,JAHR,Year,1994,DINSG,Germany,DG,Germany,WZ08G2,WZ2008: Industries in national accounts,,Total,58119.0291,mn h,STD002,Hours worked by persons in empl.(domestic concept),e
81000,National accounts of the Federation,JAHR,Year,1994,DINSG,Germany,DG,Germany,WZ08G2,WZ2008: Industries in national accounts,,Total,49524.4595,mn h,STD003,Hours worked by employees (domestic concept),e
81000,National accounts of the Federation,JAHR,Year,1994,DINSG,Germany,DG,Germany,WZ08G2,WZ2008: Industries in national accounts,,Total,37881,1000,ERW063,Persons in employment (domestic concept),e
81000,National accounts of the Federation,JAHR,Year,1992,DINSG,Germany,DG,Germany,WZ08G2,WZ2008: Industries in national accounts,WZ08-J,Information and communication,1466.7,h,STD008,Hours worked per employee (domestic concept),e
81000,National accounts of the Federation,JAHR,Year,1992,DINSG,Germany,DG,Germany,WZ08G2,WZ2008: Industries in national accounts,WZ08-J,Information and communication,25.975,EUR bn,VST020,Gross wages and salaries (domestic concept),e
81000,National accounts of the Federation,JAHR,Year,1992,DINSG,Germany,DG,Germany,WZ08G2,WZ2008: Industries in national accounts,WZ08-J,Information and communication,917,1000,ERW061,Employees (domestic concept),e
81000,National accounts of the Federation,JAHR,Year,1992,DINSG,Germany,DG,Germany,WZ08G2,WZ2008: Industries in national accounts,WZ08-J,Information and communication,30.945,EUR bn,ETG005,Compensation of employees (domestic concept),e
81000,National accounts of the Federation,JAHR,Year,1992,DINSG,Germany,DG,Germany,WZ08G2,WZ2008: Industries in national accounts,WZ08-J,Information and communication,1504.1,h,STD007,Hours worked per person in empl. (dom. concept),e
81000,National accounts of the Federation,JAHR,Year,1992,DINSG,Germany,DG,Germany,WZ08G2,WZ2008: Industries in national accounts,WZ08-J,Information and communication,1446.9725,mn h,STD002,Hours worked by persons in empl.(domestic concept),e
81000,National accounts of the Federation,JAHR,Year,1992,DINSG,Germany,DG,Germany,WZ08G2,WZ2008: Industries in national accounts,WZ08-J,Information and communication,1344.9314,mn h,STD003,Hours worked by employees (domestic concept),e
81000,National accounts of the Federation,JAHR,Year,1992,DINSG,Germany,DG,Germany,WZ08G2,WZ2008: Industries in national accounts,WZ08-J,Information and communication,962,1000,ERW063,Persons in employment (domestic concept),e
81000,National accounts of the Federation,JAHR,Year,2002,DINSG,Germany,DG,Germany,WZ08G2,WZ2008: Industries in national accounts,WZ08-B-18,Industry, except construction,1463.6,h,STD008,Hours worked per employee (domestic concept)
81000,National accounts of the Federation,JAHR,Year,2002,DINSG,Germany,DG,Germany,WZ08G2,WZ2008: Industries in national accounts,WZ08-B-18,Industry, except construction,267.964,EUR bn,VST020,Gross wages and salaries (domestic concept)
81000,National accounts of the Federation,JAHR,Year,2002,DINSG,Germany,DG,Germany,WZ08G2,WZ2008: Industries in national accounts,WZ08-B-18,Industry, except construction,7984,1000,ERW061,Employees (domestic concept)
81000,National accounts of the Federation,JAHR,Year,2002,DINSG,Germany,DG,Germany,WZ08G2,WZ2008: Industries in national accounts,WZ08-B-18,Industry, except construction,330.722,EUR bn,ETG005,Compensation of employees (domestic concept)
81000,National accounts of the Federation,JAHR,Year,2002,DINSG,Germany,DG,Germany,WZ08G2,WZ2008: Industries in national accounts,WZ08-B-18,Industry, except construction,1490,h,STD007,Hours worked per person in empl. (dom. concept)
81000,National accounts of the Federation,JAHR,Year,2002,DINSG,Germany,DG,Germany,WZ08G2,WZ2008: Industries in national accounts,WZ08-B-18,Industry, except construction,12344.7908,mn h,STD002,Hours worked by persons in empl.(domestic concept)
81000,National accounts of the Federation,JAHR,Year,2002,DINSG,Germany,DG,Germany,WZ08G2,WZ2008: Industries in national accounts,WZ08-B-18,Industry, except construction,11685.6061,mn h,STD003,Hours worked by employees (domestic concept)
81000,National accounts of the Federation,JAHR,Year,2002,DINSG,Germany,DG,Germany,WZ08G2,WZ2008: Industries in national accounts,WZ08-B-18,Industry, except construction,8285,1000,ERW063,Persons in employment (domestic concept)
81000,National accounts of the Federation,JAHR,Year,2017,DINSG,Germany,DG,Germany,WZ08G2,WZ2008: Industries in national accounts,WZ08-M-02,Business services,1283.7,h,STD008,Hours worked per employee (domestic concept),e
81000,National accounts of the Federation,JAHR,Year,2017,DINSG,Germany,DG,Germany,WZ08G2,WZ2008: Industries in national accounts,WZ08-M-02,Business services,178.52,EUR bn,VST020,Gross wages and salaries (domestic concept),e
81000,National accounts of the Federation,JAHR,Year,2017,DINSG,Germany,DG,Germany,WZ08G2,WZ2008: Industries in national accounts,WZ08-M-02,Business services,5264,1000,ERW061,Employees (domestic concept),e
81000,National accounts of the Federation,JAHR,Year,2017,DINSG,Germany,DG,Germany,WZ08G2,WZ2008: Industries in national accounts,WZ08-M-02,Business services,214.286,EUR bn,ETG005,Compensation of employees (domestic concept),e
81000,National accounts of the Federation,JAHR,Year,2017,DINSG,Germany,DG,Germany,WZ08G2,WZ2008: Industries in national accounts,WZ08-M-02,Business services,1371.4,h,STD007,Hours worked per person in empl. (dom. concept),e
81000,National accounts of the Federation,JAHR,Year,2017,DINSG,Germany,DG,Germany,WZ08G2,WZ2008: Industries in national accounts,WZ08-M-02,Business services,8420.4068,mn h,STD002,Hours worked by persons in empl.(domestic concept),e
81000,National accounts of the Federation,JAHR,Year,2017,DINSG,Germany,DG,Germany,WZ08G2,WZ2008: Industries in national accounts,WZ08-M-02,Business services,6757.4387,mn h,STD003,Hours worked by employees (domestic concept),e
81000,National accounts of the Federation,JAHR,Year,2017,DINSG,Germany,DG,Germany,WZ08G2,WZ2008: Industries in national accounts,WZ08-M-02,Business services,6140,1000,ERW063,Persons in employment (domestic concept),e
81000,National accounts of the Federation,JAHR,Year,2004,DINSG,Germany,DG,Germany,WZ08G2,WZ2008: Industries in national accounts,WZ08-L,Real estate activities,1193.7,h,STD008,Hours worked per employee (domestic concept),e
