statistics_code,statistics_label,time_code,time_label,time,1_variable_code,1_variable_label,1_variable_attribute_code,1_variable_attribute_label,2_variable_code,2_variable_label,2_variable_attribute_code,2_variable_attribute_label,value,value_unit,value_variable_code,value_variable_label,
81000,National accounts of the Federation,JAHR,Year,1996,DINSG,Germany,DG,Germany,VGRPB5,Price base (current prices / price-adjusted),VGRJPM,At current prices (bn EUR),429.725,unit app.,EXP001,Exports of goods and services,
81000,National accounts of the Federation,JAHR,Year,1996,DINSG,Germany,DG,Germany,VGRPB5,Price base (current prices / price-adjusted),VGRJPM,At current prices (bn EUR),1928.56,unit app.,VGR014,Gross domestic product,
81000,National accounts of the Federation,JAHR,Year,1996,DINSG,Germany,DG,Germany,VGRPB5,Price base (current prices / price-adjusted),VGRJPM,At current prices (bn EUR),136.216,unit app.,VGR008,GFCF in machinery and equipment,
81000,National accounts of the Federation,JAHR,Year,1996,DINSG,Germany,DG,Germany,VGRPB5,Price base (current prices / price-adjusted),VGRJPM,At current prices (bn EUR),383.504,unit app.,VGR015,Government final consumption expenditure,
81000,National accounts of the Federation,JAHR,Year,1996,DINSG,Germany,DG,Germany,VGRPB5,Price base (current prices / price-adjusted),VGRJPM,At current prices (bn EUR),416.982,unit app.,IMP001,Imports of goods and services,
81000,National accounts of the Federation,JAHR,Year,1996,DINSG,Germany,DG,Germany,VGRPB5,Price base (current prices / price-adjusted),VGRJPM,At current prices (bn EUR),452.448,unit app.,VGR012,Gross capital formation,
81000,National accounts of the Federation,JAHR,Year,2013,DINSG,Germany,DG,Germany,VGRPB5,Price base (current prices / price-adjusted),VGRJPM,At current prices (bn EUR),6.055,unit app.,VGR034,Changes in inv.,e
81000,National accounts of the Federation,JAHR,Year,2013,DINSG,Germany,DG,Germany,VGRPB5,Price base (current prices / price-adjusted),VGRJPM,At current prices (bn EUR),42.902,unit app.,VGR028,Final consumption expenditure of NPISHs,
81000,National accounts of the Federation,JAHR,Year,2013,DINSG,Germany,DG,Germany,VGRPB5,Price base (current prices / price-adjusted),VGRJPM,At current prices (bn EUR),165.526,unit app.,VGR022,Balance of exports and imports,
81000,National accounts of the Federation,JAHR,Year,2013,DINSG,Germany,DG,Germany,VGRPB5,Price base (current prices / price-adjusted),VGRJPM,At current prices (bn EUR),2700.954,unit app.,VGR038,Domestic uses,
81000,National accounts of the Federation,JAHR,Year,2013,DINSG,Germany,DG,Germany,VGRPB5,Price base (current prices / price-adjusted),VGRJPM,At current prices (bn EUR),94.303,unit app.,VGR042,GFCF in other products,
81000,National accounts of the Federation,JAHR,Year,2013,DINSG,Germany,DG,Germany,VGRPB5,Price base (current prices / price-adjusted),VGRJPM,At current prices (bn EUR),1918.802,unit app.,VGR094,Individual consumption,
81000,National accounts of the Federation,JAHR,Year,2013,DINSG,Germany,DG,Germany,VGRPB5,Price base (current prices / price-adjusted),VGRJPM,At current prices (bn EUR),2133.724,unit app.,VGR039,Final consumption expenditure,
81000,National accounts of the Federation,JAHR,Year,2013,DINSG,Germany,DG,Germany,VGRPB5,Price base (current prices / price-adjusted),VGRJPM,At current prices (bn EUR),347.053,unit app.,VGR018,Individual consumption expenditure of general gov.,
81000,National accounts of the Federation,JAHR,Year,2013,DINSG,Germany,DG,Germany,VGRPB5,Price base (current prices / price-adjusted),VGRJPM,At current prices (bn EUR),1528.847,unit app.,VGR026,Final consumption expenditure of households,
81000,National accounts of the Federation,JAHR,Year,2013,DINSG,Germany,DG,Germany,VGRPB5,Price base (current prices / price-adjusted),VGRJPM,At current prices (bn EUR),214.922,unit app.,VGR040,Collective consumption expenditure of gen. gov.,
81000,National accounts of the Federation,JAHR,Year,2013,DINSG,Germany,DG,Germany,VGRPB5,Price base (current prices / price-adjusted),VGRJPM,At current prices (bn EUR),278.061,unit app.,VGR009,GFCF in construction,
81000,National accounts of the Federation,JAHR,Year,2013,DINSG,Germany,DG,Germany,VGRPB5,Price base (current prices / price-adjusted),VGRJPM,At current prices (bn EUR),1571.749,unit app.,VGR035,Household final consumption expenditure,
81000,National accounts of the Federation,JAHR,Year,2013,DINSG,Germany,DG,Germany,VGRPB5,Price base (current prices / price-adjusted),VGRJPM,At current prices (bn EUR),561.175,unit app.,VGR041,Gross fixed capital formation (GFCF),
81000,National accounts of the Federation,JAHR,Year,2013,DINSG,Germany,DG,Germany,VGRPB5,Price base (current prices / price-adjusted),VGRJPM,At current prices (bn EUR),1194.757,unit app.,EXP001,Exports of goods and services,
81000,National accounts of the Federation,JAHR,Year,2013,DINSG,Germany,DG,Germany,VGRPB5,Price base (current prices / price-adjusted),VGRJPM,At current prices (bn EUR),2866.48,unit app.,VGR014,Gross domestic product,
81000,National accounts of the Federation,JAHR,Year,2013,DINSG,Germany,DG,Germany,VGRPB5,Price base (current prices / price-adjusted),VGRJPM,At current prices (bn EUR),188.811,unit app.,VGR008,GFCF in machinery and equipment,
81000,National accounts of the Federation,JAHR,Year,2013,DINSG,Germany,DG,Germany,VGRPB5,Price base (current prices / price-adjusted),VGRJPM,At current prices (bn EUR),561.975,unit app.,VGR015,Government final consumption expenditure,
81000,National accounts of the Federation,JAHR,Year,2013,DINSG,Germany,DG,Germany,VGRPB5,Price base (current prices / price-adjusted),VGRJPM,At current prices (bn EUR),1029.231,unit app.,IMP001,Imports of goods and services,
81000,National accounts of the Federation,JAHR,Year,2013,DINSG,Germany,DG,Germany,VGRPB5,Price base (current prices / price-adjusted),VGRJPM,At current prices (bn EUR),567.23,unit app.,VGR012,Gross capital formation,
81000,National accounts of the Federation,JAHR,Year,2014,DINSG,Germany,DG,Germany,VGRPB5,Price base (current prices / price-adjusted),VGRJPM,At current prices (bn EUR),10.652,unit app.,VGR034,Changes in inv.,e
81000,National accounts of the Federation,JAHR,Year,2014,DINSG,Germany,DG,Germany,VGRPB5,Price base (current prices / price-adjusted),VGRJPM,At current prices (bn EUR),44.374,unit app.,VGR028,Final consumption expenditure of NPISHs,
81000,National accounts of the Federation,JAHR,Year,2014,DINSG,Germany,DG,Germany,VGRPB5,Price base (current prices / price-adjusted),VGRJPM,At current prices (bn EUR),195.154,unit app.,VGR022,Balance of exports and imports,
81000,National accounts of the Federation,JAHR,Year,2014,DINSG,Germany,DG,Germany,VGRPB5,Price base (current prices / price-adjusted),VGRJPM,At current prices (bn EUR),2789.316,unit app.,VGR038,Domestic uses,
81000,National accounts of the Federation,JAHR,Year,2014,DINSG,Germany,DG,Germany,VGRPB5,Price base (current prices / price-adjusted),VGRJPM,At current prices (bn EUR),100.041,unit app.,VGR042,GFCF in other products,
81000,National accounts of the Federation,JAHR,Year,2014,DINSG,Germany,DG,Germany,VGRPB5,Price base (current prices / price-adjusted),VGRJPM,At current prices (bn EUR),1968.309,unit app.,VGR094,Individual consumption,
81000,National accounts of the Federation,JAHR,Year,2014,DINSG,Germany,DG,Germany,VGRPB5,Price base (current prices / price-adjusted),VGRJPM,At current prices (bn EUR),2188.259,unit app.,VGR039,Final consumption expenditure,
81000,National accounts of the Federation,JAHR,Year,2014,DINSG,Germany,DG,Germany,VGRPB5,Price base (current prices / price-adjusted),VGRJPM,At current prices (bn EUR),363.573,unit app.,VGR018,Individual consumption expenditure of general gov.,
81000,National accounts of the Federation,JAHR,Year,2014,DINSG,Germany,DG,Germany,VGRPB5,Price base (current prices / price-adjusted),VGRJPM,At current prices (bn EUR),1560.362,unit app.,VGR026,Final consumption expenditure of households,
81000,National accounts of the Federation,JAHR,Year,2014,DINSG,Germany,DG,Germany,VGRPB5,Price base (current prices / price-adjusted),VGRJPM,At current prices (bn EUR),219.95,unit app.,VGR040,Collective consumption expenditure of gen. gov.,
81000,National accounts of the Federation,JAHR,Year,2014,DINSG,Germany,DG,Germany,VGRPB5,Price base (current prices / price-adjusted),VGRJPM,At current prices (bn EUR),290.105,unit app.,VGR009,GFCF in construction,
81000,National accounts of the Federation,JAHR,Year,2014,DINSG,Germany,DG,Germany,VGRPB5,Price base (current prices / price-adjusted),VGRJPM,At current prices (bn EUR),1604.736,unit app.,VGR035,Household final consumption expenditure,
81000,National accounts of the Federation,JAHR,Year,2014,DINSG,Germany,DG,Germany,VGRPB5,Price base (current prices / price-adjusted),VGRJPM,At current prices (bn EUR),590.405,unit app.,VGR041,Gross fixed capital formation (GFCF),
81000,National accounts of the Federation,JAHR,Year,2014,DINSG,Germany,DG,Germany,VGRPB5,Price base (current prices / price-adjusted),VGRJPM,At current prices (bn EUR),1244.335,unit app.,EXP001,Exports of goods and services,
81000,National accounts of the Federation,JAHR,Year,2014,DINSG,Germany,DG,Germany,VGRPB5,Price base (current prices / price-adjusted),VGRJPM,At current prices (bn EUR),2984.47,unit app.,VGR014,Gross domestic product,
81000,National accounts of the Federation,JAHR,Year,2014,DINSG,Germany,DG,Germany,VGRPB5,Price base (current prices / price-adjusted),VGRJPM,At current prices (bn EUR),200.259,unit app.,VGR008,GFCF in machinery and equipment,
81000,National accounts of the Federation,JAHR,Year,2014,DINSG,Germany,DG,Germany,VGRPB5,Price base (current prices / price-adjusted),VGRJPM,At current prices (bn EUR),583.523,unit app.,VGR015,Government final consumption expenditure,
81000,National accounts of the Federation,JAHR,Year,2014,DINSG,Germany,DG,Germany,VGRPB5,Price base (current prices / price-adjusted),VGRJPM,At current prices (bn EUR),1049.181,unit app.,IMP001,Imports of goods and services,
81000,National accounts of the Federation,JAHR,Year,2014,DINSG,Germany,DG,Germany,VGRPB5,Price base (current prices / price-adjusted),VGRJPM,At current prices (bn EUR),601.057,unit app.,VGR012,Gross capital formation,
81000,National accounts of the Federation,JAHR,Year,2000,DINSG,Germany,DG,Germany,VGRPB5,Price base (current prices / price-adjusted),VGRJPM,At current prices (bn EUR),23.022,unit app.,VGR034,Changes in inv.,e
81000,National accounts of the Federation,JAHR,Year,2000,DINSG,Germany,DG,Germany,VGRPB5,Price base (current prices / price-adjusted),VGRJPM,At current prices (bn EUR),34.136,unit app.,VGR028,Final consumption expenditure of NPISHs,
81000,National accounts of the Federation,JAHR,Year,2000,DINSG,Germany,DG,Germany,VGRPB5,Price base (current prices / price-adjusted),VGRJPM,At current prices (bn EUR),3.529,unit app.,VGR022,Balance of exports and imports,
81000,National accounts of the Federation,JAHR,Year,2000,DINSG,Germany,DG,Germany,VGRPB5,Price base (current prices / price-adjusted),VGRJPM,At current prices (bn EUR),2126.131,unit app.,VGR038,Domestic uses,
81000,National accounts of the Federation,JAHR,Year,2000,DINSG,Germany,DG,Germany,VGRPB5,Price base (current prices / price-adjusted),VGRJPM,At current prices (bn EUR),64.484,unit app.,VGR042,GFCF in other products,
81000,National accounts of the Federation,JAHR,Year,2000,DINSG,Germany,DG,Germany,VGRPB5,Price base (current prices / price-adjusted),VGRJPM,At current prices (bn EUR),1440.296,unit app.,VGR094,Individual consumption,
81000,National accounts of the Federation,JAHR,Year,2000,DINSG,Germany,DG,Germany,VGRPB5,Price base (current prices / price-adjusted),VGRJPM,At current prices (bn EUR),1615.78,unit app.,VGR039,Final consumption expenditure,
81000,National accounts of the Federation,JAHR,Year,2000,DINSG,Germany,DG,Germany,VGRPB5,Price base (current prices / price-adjusted),VGRJPM,At current prices (bn EUR),238.482,unit app.,VGR018,Individual consumption expenditure of general gov.,
81000,National accounts of the Federation,JAHR,Year,2000,DINSG,Germany,DG,Germany,VGRPB5,Price base (current prices / price-adjusted),VGRJPM,At current prices (bn EUR),1167.678,unit app.,VGR026,Final consumption expenditure of households,
81000,National accounts of the Federation,JAHR,Year,2000,DINSG,Germany,DG,Germany,VGRPB5,Price base (current prices / price-adjusted),VGRJPM,At current prices (bn EUR),175.484,unit app.,VGR040,Collective consumption expenditure of gen. gov.,
81000,National accounts of the Federation,JAHR,Year,2000,DINSG,Germany,DG,Germany,VGRPB5,Price base (current prices / price-adjusted),VGRJPM,At current prices (bn EUR),241.819,unit app.,VGR009,GFCF in construction,
81000,National accounts of the Federation,JAHR,Year,2000,DINSG,Germany,DG,Germany,VGRPB5,Price base (current prices / price-adjusted),VGRJPM,At current prices (bn EUR),1201.814,unit app.,VGR035,Household final consumption expenditure,
81000,National accounts of the Federation,JAHR,Year,2000,DINSG,Germany,DG,Germany,VGRPB5,Price base (current prices / price-adjusted),VGRJPM,At current prices (bn EUR),487.329,unit app.,VGR041,Gross fixed capital formation (GFCF),
81000,National accounts of the Federation,JAHR,Year,2000,DINSG,Germany,DG,Germany,VGRPB5,Price base (current prices / price-adjusted),VGRJPM,At current prices (bn EUR),632.097,unit app.,EXP001,Exports of goods and services,
81000,National accounts of the Federation,JAHR,Year,2000,DINSG,Germany,DG,Germany,VGRPB5,Price base (current prices / price-adjusted),VGRJPM,At current prices (bn EUR),2129.66,unit app.,VGR014,Gross domestic product,
81000,National accounts of the Federation,JAHR,Year,2000,DINSG,Germany,DG,Germany,VGRPB5,Price base (current prices / price-adjusted),VGRJPM,At current prices (bn EUR),181.026,unit app.,VGR008,GFCF in machinery and equipment,
81000,National accounts of the Federation,JAHR,Year,2000,DINSG,Germany,DG,Germany,VGRPB5,Price base (current prices / price-adjusted),VGRJPM,At current prices (bn EUR),413.966,unit app.,VGR015,Government final consumption expenditure,
81000,National accounts of the Federation,JAHR,Year,2000,DINSG,Germany,DG,Germany,VGRPB5,Price base (current prices / price-adjusted),VGRJPM,At current prices (bn EUR),628.568,unit app.,IMP001,Imports of goods and services,
81000,National accounts of the Federation,JAHR,Year,2000,DINSG,Germany,DG,Germany,VGRPB5,Price base (current prices / price-adjusted),VGRJPM,At current prices (bn EUR),510.351,unit app.,VGR012,Gross capital formation,
81000,National accounts of the Federation,JAHR,Year,2015,DINSG,Germany,DG,Germany,VGRPB5,Price base (current prices / price-adjusted),VGRJPM,At current prices (bn EUR),-7.716,unit app.,VGR034,Changes in inv.,e
81000,National accounts of the Federation,JAHR,Year,2015,DINSG,Germany,DG,Germany,VGRPB5,Price base (current prices / price-adjusted),VGRJPM,At current prices (bn EUR),45.434,unit app.,VGR028,Final consumption expenditure of NPISHs,
81000,National accounts of the Federation,JAHR,Year,2015,DINSG,Germany,DG,Germany,VGRPB5,Price base (current prices / price-adjusted),VGRJPM,At current prices (bn EUR),228.879,unit app.,VGR022,Balance of exports and imports,
81000,National accounts of the Federation,JAHR,Year,2015,DINSG,Germany,DG,Germany,VGRPB5,Price base (current prices / price-adjusted),VGRJPM,At current prices (bn EUR),2858.151,unit app.,VGR038,Domestic uses,
81000,National accounts of the Federation,JAHR,Year,2015,DINSG,Germany,DG,Germany,VGRPB5,Price base (current prices / price-adjusted),VGRJPM,At current prices (bn EUR),107.167,unit app.,VGR042,GFCF in other products,
81000,National accounts of the Federation,JAHR,Year,2015,DINSG,Germany,DG,Germany,VGRPB5,Price base (current prices / price-adjusted),VGRJPM,At current prices (bn EUR),2030.164,unit app.,VGR094,Individual consumption,
81000,National accounts of the Federation,JAHR,Year,2015,DINSG,Germany,DG,Germany,VGRPB5,Price base (current prices / price-adjusted),VGRJPM,At current prices (bn EUR),2256.248,unit app.,VGR039,Final consumption expenditure,
81000,National accounts of the Federation,JAHR,Year,2015,DINSG,Germany,DG,Germany,VGRPB5,Price base (current prices / price-adjusted),VGRJPM,At current prices (bn EUR),379.858,unit app.,VGR018,Individual consumption expenditure of general gov.,
81000,National accounts of the Federation,JAHR,Year,2015,DINSG,Germany,DG,Germany,VGRPB5,Price base (current prices / price-adjusted),VGRJPM,At current prices (bn EUR),1604.872,unit app.,VGR026,Final consumption expenditure of households,
81000,National accounts of the Federation,JAHR,Year,2015,DINSG,Germany,DG,Germany,VGRPB5,Price base (current prices / price-adjusted),VGRJPM,At current prices (bn EUR),226.084,unit app.,VGR040,Collective consumption expenditure of gen. gov.,
81000,National accounts of the Federation,JAHR,Year,2015,DINSG,Germany,DG,Germany,VGRPB5,Price base (current prices / price-adjusted),VGRJPM,At current prices (bn EUR),291.16,unit app.,VGR009,GFCF in construction,
81000,National accounts of the Federation,JAHR,Year,2015,DINSG,Germany,DG,Germany,VGRPB5,Price base (current prices / price-adjusted),VGRJPM,At current prices (bn EUR),1650.306,unit app.,VGR035,Household final consumption expenditure,
81000,National accounts of the Federation,JAHR,Year,2015,DINSG,Germany,DG,Germany,VGRPB5,Price base (current prices / price-adjusted),VGRJPM,At current prices (bn EUR),609.619,unit app.,VGR041,Gross fixed capital formation (GFCF),
81000,National accounts of the Federation,JAHR,Year,2015,DINSG,Germany,DG,Germany,VGRPB5,Price base (current prices / price-adjusted),VGRJPM,At current prices (bn EUR),1314.624,unit app.,EXP001,Exports of goods and services,
81000,National accounts of the Federation,JAHR,Year,2015,DINSG,Germany,DG,Germany,VGRPB5,Price base (current prices / price-adjusted),VGRJPM,At current prices (bn EUR),3087.03,unit app.,VGR014,Gross domestic product,
81000,National accounts of the Federation,JAHR,Year,2015,DINSG,Germany,DG,Germany,VGRPB5,Price base (current prices / price-adjusted),VGRJPM,At current prices (bn EUR),211.292,unit app.,VGR008,GFCF in machinery and equipment,
81000,National accounts of the Federation,JAHR,Year,2015,DINSG,Germany,DG,Germany,VGRPB5,Price base (current prices / price-adjusted),VGRJPM,At current prices (bn EUR),605.942,unit app.,VGR015,Government final consumption expenditure,
81000,National accounts of the Federation,JAHR,Year,2015,DINSG,Germany,DG,Germany,VGRPB5,Price base (current prices / price-adjusted),VGRJPM,At current prices (bn EUR),1085.745,unit app.,IMP001,Imports of goods and services,
81000,National accounts of the Federation,JAHR,Year,2015,DINSG,Germany,DG,Germany,VGRPB5,Price base (current prices / price-adjusted),VGRJPM,At current prices (bn EUR),601.903,unit app.,VGR012,Gross capital formation,
81000,National accounts of the Federation,JAHR,Year,2009,DINSG,Germany,DG,Germany,VGRPB5,Price base (current prices / price-adjusted),VGRJPM,At current prices (bn EUR),-20.744,unit app.,VGR034,Changes in inv.,e
81000,National accounts of the Federation,JAHR,Year,2009,DINSG,Germany,DG,Germany,VGRPB5,Price base (current prices / price-adjusted),VGRJPM,At current prices (bn EUR),40.401,unit app.,VGR028,Final consumption expenditure of NPISHs,
81000,National accounts of the Federation,JAHR,Year,2009,DINSG,Germany,DG,Germany,VGRPB5,Price base (current prices / price-adjusted),VGRJPM,At current prices (bn EUR),118.96,unit app.,VGR022,Balance of exports and imports,
81000,National accounts of the Federation,JAHR,Year,2009,DINSG,Germany,DG,Germany,VGRPB5,Price base (current prices / price-adjusted),VGRJPM,At current prices (bn EUR),2375.01,unit app.,VGR038,Domestic uses,
81000,National accounts of the Federation,JAHR,Year,2009,DINSG,Germany,DG,Germany,VGRPB5,Price base (current prices / price-adjusted),VGRJPM,At current prices (bn EUR),81.867,unit app.,VGR042,GFCF in other products,
81000,National accounts of the Federation,JAHR,Year,2009,DINSG,Germany,DG,Germany,VGRPB5,Price base (current prices / price-adjusted),VGRJPM,At current prices (bn EUR),1732.118,unit app.,VGR094,Individual consumption,
81000,National accounts of the Federation,JAHR,Year,2009,DINSG,Germany,DG,Germany,VGRPB5,Price base (current prices / price-adjusted),VGRJPM,At current prices (bn EUR),1925.935,unit app.,VGR039,Final consumption expenditure,
81000,National accounts of the Federation,JAHR,Year,2009,DINSG,Germany,DG,Germany,VGRPB5,Price base (current prices / price-adjusted),VGRJPM,At current prices (bn EUR),304.973,unit app.,VGR018,Individual consumption expenditure of general gov.,
81000,National accounts of the Federation,JAHR,Year,2009,DINSG,Germany,DG,Germany,VGRPB5,Price base (current prices / price-adjusted),VGRJPM,At current prices (bn EUR),1386.744,unit app.,VGR026,Final consumption expenditure of households,
81000,National accounts of the Federation,JAHR,Year,2009,DINSG,Germany,DG,Germany,VGRPB5,Price base (current prices / price-adjusted),VGRJPM,At current prices (bn EUR),193.817,unit app.,VGR040,Collective consumption expenditure of gen. gov.,
81000,National accounts of the Federation,JAHR,Year,2009,DINSG,Germany,DG,Germany,VGRPB5,Price base (current prices / price-adjusted),VGRJPM,At current prices (bn EUR),227.488,unit app.,VGR009,GFCF in construction,
81000,National accounts of the Federation,JAHR,Year,2009,DINSG,Germany,DG,Germany,VGRPB5,Price base (current prices / price-adjusted),VGRJPM,At current prices (bn EUR),1427.145,unit app.,VGR035,Household final consumption expenditure,
81000,National accounts of the Federation,JAHR,Year,2009,DINSG,Germany,DG,Germany,VGRPB5,Price base (current prices / price-adjusted),VGRJPM,At current prices (bn EUR),469.819,unit app.,VGR041,Gross fixed capital formation (GFCF),
81000,National accounts of the Federation,JAHR,Year,2009,DINSG,Germany,DG,Germany,VGRPB5,Price base (current prices / price-adjusted),VGRJPM,At current prices (bn EUR),884.225,unit app.,EXP001,Exports of goods and services,
81000,National accounts of the Federation,JAHR,Year,2009,DINSG,Germany,DG,Germany,VGRPB5,Price base (current prices / price-adjusted),VGRJPM,At current prices (bn EUR),2493.97,unit app.,VGR014,Gross domestic product,
81000,National accounts of the Federation,JAHR,Year,2009,DINSG,Germany,DG,Germany,VGRPB5,Price base (current prices / price-adjusted),VGRJPM,At current prices (bn EUR),160.464,unit app.,VGR008,GFCF in machinery and equipment,
81000,National accounts of the Federation,JAHR,Year,2009,DINSG,Germany,DG,Germany,VGRPB5,Price base (current prices / price-adjusted),VGRJPM,At current prices (bn EUR),498.79,unit app.,VGR015,Government final consumption expenditure,
81000,National accounts of the Federation,JAHR,Year,2009,DINSG,Germany,DG,Germany,VGRPB5,Price base (current prices / price-adjusted),VGRJPM,At current prices (bn EUR),765.265,unit app.,IMP001,Imports of goods and services,
81000,National accounts of the Federation,JAHR,Year,2009,DINSG,Germany,DG,Germany,VGRPB5,Price base (current prices / price-adjusted),VGRJPM,At current prices (bn EUR),449.075,unit app.,VGR012,Gross capital formation,
81000,National accounts of the Federation,JAHR,Year,1995,DINSG,Germany,DG,Germany,VGRPB5,Price base (current prices / price-adjusted),VGRJPM,At current prices (bn EUR),19.235,unit app.,VGR034,Changes in inv.,e
81000,National accounts of the Federation,JAHR,Year,1995,DINSG,Germany,DG,Germany,VGRPB5,Price base (current prices / price-adjusted),VGRJPM,At current prices (bn EUR),30.943,unit app.,VGR028,Final consumption expenditure of NPISHs,
81000,National accounts of the Federation,JAHR,Year,1995,DINSG,Germany,DG,Germany,VGRPB5,Price base (current prices / price-adjusted),VGRJPM,At current prices (bn EUR),6.781,unit app.,VGR022,Balance of exports and imports,
81000,National accounts of the Federation,JAHR,Year,1995,DINSG,Germany,DG,Germany,VGRPB5,Price base (current prices / price-adjusted),VGRJPM,At current prices (bn EUR),1893.149,unit app.,VGR038,Domestic uses,
81000,National accounts of the Federation,JAHR,Year,1995,DINSG,Germany,DG,Germany,VGRPB5,Price base (current prices / price-adjusted),VGRJPM,At current prices (bn EUR),50.813,unit app.,VGR042,GFCF in other products,
81000,National accounts of the Federation,JAHR,Year,1995,DINSG,Germany,DG,Germany,VGRPB5,Price base (current prices / price-adjusted),VGRJPM,At current prices (bn EUR),1271.492,unit app.,VGR094,Individual consumption,
81000,National accounts of the Federation,JAHR,Year,1995,DINSG,Germany,DG,Germany,VGRPB5,Price base (current prices / price-adjusted),VGRJPM,At current prices (bn EUR),1428.102,unit app.,VGR039,Final consumption expenditure,
81000,National accounts of the Federation,JAHR,Year,1995,DINSG,Germany,DG,Germany,VGRPB5,Price base (current prices / price-adjusted),VGRJPM,At current prices (bn EUR),216.481,unit app.,VGR018,Individual consumption expenditure of general gov.,
81000,National accounts of the Federation,JAHR,Year,1995,DINSG,Germany,DG,Germany,VGRPB5,Price base (current prices / price-adjusted),VGRJPM,At current prices (bn EUR),1024.068,unit app.,VGR026,Final consumption expenditure of households,
81000,National accounts of the Federation,JAHR,Year,1995,DINSG,Germany,DG,Germany,VGRPB5,Price base (current prices / price-adjusted),VGRJPM,At current prices (bn EUR),156.61,unit app.,VGR040,Collective consumption expenditure of gen. gov.,
81000,National accounts of the Federation,JAHR,Year,1995,DINSG,Germany,DG,Germany,VGRPB5,Price base (current prices / price-adjusted),VGRJPM,At current prices (bn EUR),261.723,unit app.,VGR009,GFCF in construction,
81000,National accounts of the Federation,JAHR,Year,1995,DINSG,Germany,DG,Germany,VGRPB5,Price base (current prices / price-adjusted),VGRJPM,At current prices (bn EUR),1055.011,unit app.,VGR035,Household final consumption expenditure,
81000,National accounts of the Federation,JAHR,Year,1995,DINSG,Germany,DG,Germany,VGRPB5,Price base (current prices / price-adjusted),VGRJPM,At current prices (bn EUR),445.812,unit app.,VGR041,Gross fixed capital formation (GFCF),
81000,National accounts of the Federation,JAHR,Year,1995,DINSG,Germany,DG,Germany,VGRPB5,Price base (current prices / price-adjusted),VGRJPM,At current prices (bn EUR),408.134,unit app.,EXP001,Exports of goods and services,
81000,National accounts of the Federation,JAHR,Year,1995,DINSG,Germany,DG,Germany,VGRPB5,Price base (current prices / price-adjusted),VGRJPM,At current prices (bn EUR),1899.93,unit app.,VGR014,Gross domestic product,
81000,National accounts of the Federation,JAHR,Year,1995,DINSG,Germany,DG,Germany,VGRPB5,Price base (current prices / price-adjusted),VGRJPM,At current prices (bn EUR),133.276,unit app.,VGR008,GFCF in machinery and equipment,
81000,National accounts of the Federation,JAHR,Year,1995,DINSG,Germany,DG,Germany,VGRPB5,Price base (current prices / price-adjusted),VGRJPM,At current prices (bn EUR),373.091,unit app.,VGR015,Government final consumption expenditure,
81000,National accounts of the Federation,JAHR,Year,1995,DINSG,Germany,DG,Germany,VGRPB5,Price base (current prices / price-adjusted),VGRJPM,At current prices (bn EUR),401.353,unit app.,IMP001,Imports of goods and services,
81000,National accounts of the Federation,JAHR,Year,1995,DINSG,Germany,DG,Germany,VGRPB5,Price base (current prices / price-adjusted),VGRJPM,At current prices (bn EUR),465.047,unit app.,VGR012,Gross capital formation,
81000,National accounts of the Federation,JAHR,Year,1994,DINSG,Germany,DG,Germany,VGRPB5,Price base (current prices / price-adjusted),VGRJPM,At current prices (bn EUR),9.679,unit app.,VGR034,Changes in inv.,e
81000,National accounts of the Federation,JAHR,Year,1994,DINSG,Germany,DG,Germany,VGRPB5,Price base (current prices / price-adjusted),VGRJPM,At current prices (bn EUR),29.076,unit app.,VGR028,Final consumption expenditure of NPISHs,
81000,National accounts of the Federation,JAHR,Year,1994,DINSG,Germany,DG,Germany,VGRPB5,Price base (current prices / price-adjusted),VGRJPM,At current prices (bn EUR),2.126,unit app.,VGR022,Balance of exports and imports,
81000,National accounts of the Federation,JAHR,Year,1994,DINSG,Germany,DG,Germany,VGRPB5,Price base (current prices / price-adjusted),VGRJPM,At current prices (bn EUR),1835.894,unit app.,VGR038,Domestic uses,
81000,National accounts of the Federation,JAHR,Year,1994,DINSG,Germany,DG,Germany,VGRPB5,Price base (current prices / price-adjusted),VGRJPM,At current prices (bn EUR),48.873,unit app.,VGR042,GFCF in other products,
81000,National accounts of the Federation,JAHR,Year,1994,DINSG,Germany,DG,Germany,VGRPB5,Price base (current prices / price-adjusted),VGRJPM,At current prices (bn EUR),1230.964,unit app.,VGR094,Individual consumption,
81000,National accounts of the Federation,JAHR,Year,1994,DINSG,Germany,DG,Germany,VGRPB5,Price base (current prices / price-adjusted),VGRJPM,At current prices (bn EUR),1384.636,unit app.,VGR039,Final consumption expenditure,
81000,National accounts of the Federation,JAHR,Year,1994,DINSG,Germany,DG,Germany,VGRPB5,Price base (current prices / price-adjusted),VGRJPM,At current prices (bn EUR),204.228,unit app.,VGR018,Individual consumption expenditure of general gov.,
81000,National accounts of the Federation,JAHR,Year,1994,DINSG,Germany,DG,Germany,VGRPB5,Price base (current prices / price-adjusted),VGRJPM,At current prices (bn EUR),997.66,unit app.,VGR026,Final consumption expenditure of households,
81000,National accounts of the Federation,JAHR,Year,1994,DINSG,Germany,DG,Germany,VGRPB5,Price base (current prices / price-adjusted),VGRJPM,At current prices (bn EUR),153.672,unit app.,VGR040,Collective consumption expenditure of gen. gov.,
